iter_num,cross_entropy,detached_cross_entropy,learning_rate
1,0.6348086502902061,1.051519162377285,7e-07
2,0.5737686962555236,1.1452583422274776,1.4e-06
3,0.6608035764567981,1.0309293208562802,2.1e-06
4,0.6591677276214206,1.0275655324004764,2.8e-06
5,0.6105605309493989,1.102101561305599,3.4999999999999995e-06
6,0.5673398509204138,1.0891245735974366,4.2e-06
7,0.6059085090752692,0.961085461746493,4.9e-06
8,0.6106089343149214,1.1542777262825252,5.6e-06
9,0.5760882365682848,1.082344700872178,6.299999999999999e-06
10,0.6248172957241485,1.061963517948166,6.999999999999999e-06
11,0.5841569332462342,1.09683205575695,7.699999999999999e-06
12,0.5806560165958028,1.0425998414723172,8.4e-06
13,0.6393471046819509,1.0438463077091358,9.1e-06
14,0.5345045209271376,1.0777211360885106,9.8e-06
15,0.5270488484736641,1.134888975639288,1.05e-05
16,0.49750280887967113,1.0961669968488066,1.12e-05
17,0.5218713653019634,1.0569553768324698,1.1899999999999998e-05
18,0.5784780299380692,1.0498849301053619,1.2599999999999998e-05
19,0.5686066789559391,0.9492712863843764,1.3299999999999998e-05
20,0.6451234759059872,1.1556987960807745,1.3999999999999998e-05
21,0.5811786492764821,1.1569904408773872,1.47e-05
22,0.5688604638525104,1.016372516900884,1.5399999999999998e-05
23,0.5648292878145255,1.1736213180064592,1.61e-05
24,0.5852407282516287,1.004676082379436,1.68e-05
25,0.5590750351673908,1.0503839803015207,1.75e-05
26,0.6064082266462202,1.1069075102685335,1.82e-05
27,0.5626181036897195,1.1787064924244115,1.89e-05
28,0.5621543775860193,1.1207867599852164,1.96e-05
29,0.5367420466235144,0.9812578891134489,2.0299999999999995e-05
30,0.506739861316455,1.161624464292912,2.1e-05
31,0.5113403401134571,1.1783463819401985,2.1699999999999996e-05
32,0.6596764301328341,0.9716527703690031,2.24e-05
33,0.5816338333898787,1.0414355689931112,2.31e-05
34,0.5706108695362265,1.131791086512642,2.3799999999999996e-05
35,0.5738998703407375,1.0439387954318307,2.45e-05
36,0.5544182462324871,1.178010882692245,2.5199999999999996e-05
37,0.6655290845140927,1.0563406908277342,2.59e-05
38,0.7033247806947478,1.030065437423189,2.6599999999999996e-05
39,0.5043460973460293,1.0747624054166511,2.73e-05
40,0.585218806419664,1.0650888390165545,2.7999999999999996e-05
41,0.6420893965360912,1.0336774051051454,2.8699999999999996e-05
42,0.5552790142796776,1.039729294958422,2.94e-05
43,0.5042340295464147,1.090537881736557,3.0099999999999996e-05
44,0.6194762434058566,1.0951681673715477,3.0799999999999996e-05
45,0.5507785917278509,1.0450539270753874,3.149999999999999e-05
46,0.5939841633741704,1.0182413909061336,3.22e-05
47,0.5128222401322773,1.0615866376749312,3.289999999999999e-05
48,0.5960491501230203,1.1240269258473596,3.36e-05
49,0.577686583438431,1.1780672982519773,3.43e-05
50,0.5555410895428673,1.1069046368023059,3.5e-05
51,0.5957332401122739,1.1298715355847828,3.5e-05
52,0.5534040083118439,1.125854391014558,3.499971492418516e-05
53,0.5401409244575586,1.1661587280371641,3.499885970604173e-05
54,0.5608295138625885,1.0704167930429016,3.4997434373472653e-05
55,0.5508877838690928,1.054356494219087,3.499543897298183e-05
56,0.5881280016191833,1.1293458856290617,3.4992873569672606e-05
57,0.5360393374780675,1.1308074313834424,3.498973824724562e-05
58,0.5275334885465625,1.0731779243633799,3.498603310799612e-05
59,0.6925897120416222,1.1248314318786141,3.4981758272810586e-05
60,0.5731773717726061,1.048520825145208,3.497691388116277e-05
61,0.5874233277268263,1.0409072968221702,3.497150009110922e-05
62,0.5492271726879503,1.1086911631053962,3.496551707928404e-05
63,0.5359060511549779,1.0971490936398791,3.495896504089319e-05
64,0.525296868853728,1.0754610765257744,3.495184418970807e-05
65,0.5579921926266407,1.068112011065481,3.4944154758058585e-05
66,0.5388090170075597,1.147987133411223,3.493589699682553e-05
67,0.4819514562009189,1.0662790463306089,3.4927071175432416e-05
68,0.5691260594359593,1.0697651883611357,3.491767758183671e-05
69,0.4857723454595247,1.0029724484515177,3.490771652252038e-05
70,0.5994535370131365,1.019889161661495,3.4897188322479974e-05
71,0.5940054426664436,1.1186337591844404,3.488609332521591e-05
72,0.5865586687443543,1.1460489692987523,3.487443189272139e-05
73,0.5440255505653182,1.0435335782676534,3.48622044054705e-05
74,0.51420341549377,1.0425361033631657,3.484941126240582e-05
75,0.5490987067588378,1.1721136741533429,3.4836052880925445e-05
76,0.608405260574893,1.011648394778121,3.48221296968693e-05
77,0.5087102097634231,1.0803882852861446,3.4807642164504976e-05
78,0.6160751413824849,1.1079329021973807,3.479259075651288e-05
79,0.5694714079163702,1.0712047402593579,3.477697596397084e-05
80,0.5389214725218421,1.0471814242746633,3.476079829633804e-05
81,0.5808087476228143,1.1551663964836447,3.474405828143843e-05
82,0.5663303072348358,1.096306790417688,3.472675646544351e-05
83,0.5434435351418999,1.060795085144586,3.4708893412854467e-05
84,0.5957623105321652,1.1860743100489521,3.469046970648383e-05
85,0.4941959728705787,1.101800921313189,3.467148594743638e-05
86,0.5386338504716194,1.0930904348748538,3.465194275508957e-05
87,0.529492398237608,1.129907898713118,3.463184076707334e-05
88,0.5974447245064458,1.05934237894024,3.461118063924927e-05
89,0.5158639916858581,1.1011815244930356,3.458996304568921e-05
90,0.5392725636948847,1.1823083791127706,3.456818867865328e-05
91,0.5594757375191626,1.0116126446981188,3.4545858248567276e-05
92,0.5517974513358012,1.1516423769994448,3.45229724839995e-05
93,0.5731009812466022,1.1183335174417905,3.449953213163699e-05
94,0.5634216176441813,1.1313108852928193,3.447553795626116e-05
95,0.5572682733933125,1.1472946833352509,3.445099074072282e-05
96,0.5360059366145742,1.0578673377859507,3.44258912859167e-05
97,0.5628854840391232,1.025495235607509,3.4400240410755223e-05
98,0.6662382871171086,1.0541413505204291,3.4374038952141886e-05
99,0.49255620358006924,1.0667784280549888,3.4347287764943874e-05
100,0.5826150790430114,1.1241921626948521,3.431998772196423e-05
101,0.6088004894434097,1.1291450098511902,3.429213971391334e-05
102,0.5733311790174916,1.1664767008918613,3.426374464937987e-05
103,0.6199661731665596,1.1555601351992795,3.4234803454801176e-05
104,0.6229858918158527,1.080863971290468,3.4205317074432975e-05
105,0.5500642793840678,1.076414274458029,3.4175286470318655e-05
106,0.5824852379093232,1.099663177464521,3.4144712622257804e-05
107,0.5432240086487421,1.0613064503346918,3.411359652777428e-05
108,0.5247172718705077,1.1310022645955078,3.4081939202083626e-05
109,0.5723953765484224,1.1072262134677513,3.404974167806001e-05
110,0.541251762730119,0.9995666037920342,3.401700500620248e-05
111,0.6311883325612443,1.1077625641899285,3.3983730254600696e-05
112,0.6592939173486088,1.1654215143724185,3.394991850890007e-05
113,0.5361081403335449,1.0768257780896684,3.391557087226639e-05
114,0.5302507301630516,1.0274473953752756,3.388068846534978e-05
115,0.5830469715023029,1.1716709548971322,3.384527242624817e-05
116,0.4985669789940482,1.067818009745827,3.380932391047013e-05
117,0.7522170465260488,1.12162820381506,3.377284409089719e-05
118,0.6955524003359245,1.1332052168999356,3.373583415774559e-05
119,0.5259081401488418,1.05834064192145,3.3698295318527406e-05
120,0.5280721131874084,1.1005303930088155,3.36602287980112e-05
121,0.5592245056604118,1.0676523001592895,3.3621635838182e-05
122,0.5381852308834444,1.0687602205211,3.358251769820085e-05
123,0.5500000228079592,1.0533787823463694,3.354287565436367e-05
124,0.5678182479092688,1.0777571869301674,3.3502711000059615e-05
125,0.502053826456674,1.0274113142727275,3.346202504572895e-05
126,0.4952757832353439,1.1169501382354765,3.3420819118820205e-05
127,0.5575890243568986,0.9761673076768272,3.33790945637469e-05
128,0.6001819709828436,1.058415176355106,3.333685274184369e-05
129,0.584519121247605,1.0428064656174203,3.329409503132194e-05
130,0.554959850283835,1.1106673683602073,3.325082282722476e-05
131,0.5418646289019503,1.00278232069572,3.3207037541381485e-05
132,0.5966088440765798,1.136244318361721,3.316274060236163e-05
133,0.587850671302184,1.0579981983670317,3.311793345542824e-05
134,0.5769181774076655,1.119604662923759,3.307261756249078e-05
135,0.6011403098858876,0.9929632229700753,3.3026794402057426e-05
136,0.613263911817915,1.0864833131807663,3.29804654691868e-05
137,0.5491820367322648,1.0939234267046969,3.293363227543923e-05
138,0.574200531119412,1.1182410053114396,3.28862963488274e-05
139,0.5305789970808753,1.0433994050273976,3.283845923376651e-05
140,0.5255048858619299,1.105176949731182,3.2790122491023905e-05
141,0.5307879397202235,0.9824793606821313,3.27412876976681e-05
142,0.5549640984738967,1.0607752342325723,3.26919564470174e-05
143,0.6082641275222826,1.0530045195435431,3.2642130348587837e-05
144,0.6551883881858857,1.0244560321764726,3.259181102804072e-05
145,0.5275183298336414,1.1225727866218347,3.254100012712956e-05
146,0.5655679823910368,1.0695504911279567,3.248969930364652e-05
147,0.5738272784880024,1.0094397982006622,3.2437910231368294e-05
148,0.5783505020987595,1.0101059658598117,3.238563460000158e-05
149,0.5956140385356485,1.0139873623055957,3.233287411512783e-05
150,0.5764220062583084,1.042467907141102,3.227963049814771e-05
151,0.5727126318698742,1.1645876411652476,3.222590548622489e-05
152,0.5355863188448446,1.0102735232340523,3.217170083222935e-05
153,0.5330871371982899,1.0213121983872666,3.2117018304680225e-05
154,0.6331784027909512,1.108644538441435,3.2061859687688086e-05
155,0.6007296468798262,1.1379983220257912,3.200622678089673e-05
156,0.6461560699637897,1.0467245572592623,3.195012139942447e-05
157,0.4994708375318611,1.1020173994448323,3.189354537380491e-05
158,0.5786204993230634,1.0591093047080369,3.1836500549927196e-05
159,0.5936934084567628,1.0177573116343124,3.177898878897586e-05
160,0.5124529390649522,1.1707165912011444,3.1721011967370024e-05
161,0.6184592427432887,1.0828114588612685,3.1662571976702204e-05
162,0.5400412890407973,1.1659468374466475,3.160367072367661e-05
163,0.5794392893466896,1.0654949574345234,3.1544310130046896e-05
164,0.4952131701443052,1.0854761789909317,3.1484492132553526e-05
165,0.5569679608783246,1.0220472178764992,3.14242186828605e-05
166,0.5199176242325126,1.1334023258065395,3.136349174749176e-05
167,0.49063807506686324,1.0706896630111615,3.130231330776695e-05
168,0.5693150250693886,1.0779597887869337,3.124068535973686e-05
169,0.600832996123268,1.0353248420178176,3.1178609914118205e-05
170,0.5471340716651193,0.9773881239374911,3.11160889962281e-05
171,0.4495524694484799,1.1506476064988638,3.1053124645917966e-05
172,0.5664412523194118,1.0995091916962907,3.098971891750692e-05
173,0.5708023415678362,1.1386481809624918,3.0925873879714806e-05
174,0.5435364285694663,1.0544066979244848,3.086159161559471e-05
175,0.5259439148487952,1.0131471976792714,3.079687422246495e-05
176,0.5165003638249202,1.1668791070527091,3.0731723811840665e-05
177,0.5299889768522976,1.0083892295904913,3.0666142509364926e-05
178,0.5013449978931686,1.093206913687581,3.06001324547394e-05
179,0.5704519716829174,1.1985966367869842,3.053369580165452e-05
180,0.5472107755591071,1.118403432761949,3.046683471771921e-05
181,0.536529952937445,1.0676042057424573,3.039955138439017e-05
182,0.5876901018226434,1.0889461977347488,3.0331847996900725e-05
183,0.5592803551387909,1.194824543979362,3.0263726764189165e-05
184,0.6319911280213784,1.0698634218908087,3.0195189908826693e-05
185,0.5018968072786302,1.13926361946824,3.012623966694492e-05
186,0.5363580559997934,1.1104193714110548,3.005687828816289e-05
187,0.6009082581148939,1.1588773484740622,2.9987108035513674e-05
188,0.5671740126540676,1.224852287855609,2.9916931185370575e-05
189,0.5371225092325549,1.1068393265563032,2.9846350027372818e-05
190,0.582722474461135,1.0588672149666924,2.9775366864350854e-05
191,0.5255204120490401,1.1061041962738842,2.9703984012251256e-05
192,0.5616156102232494,1.2295174887238614,2.9632203800061097e-05
193,0.5221192243923196,1.0247555522546097,2.9560028569732028e-05
194,0.5657392606490752,1.0837793984767166,2.9487460676103832e-05
195,0.6092314813725178,1.1840792634992356,2.9414502486827602e-05
196,0.5227861181625855,1.0960276629431915,2.9341156382288486e-05
197,0.6470444990612219,1.1509012552094415,2.926742475552803e-05
198,0.5735652132161116,1.079197993170897,2.9193310012166108e-05
199,0.6180860568713126,1.048528320382536,2.911881457032241e-05
200,0.6005022169770177,1.0906541004464994,2.9043940860537567e-05
201,0.5128037259251708,1.036563601866817,2.8968691325693856e-05
202,0.5271031808276121,1.0485175214197116,2.889306842093547e-05
203,0.6013979379168592,1.1111396464555277,2.8817074613588446e-05
204,0.5495200782224442,1.0425957049815675,2.874071238308014e-05
205,0.5613154244266585,1.0176359487237565,2.866398422085835e-05
206,0.5218152348302738,0.9737394255467876,2.8586892630310007e-05
207,0.5190456013585757,1.0656930120658645,2.850944012667952e-05
208,0.5156223559388962,1.179836637680879,2.84316292369867e-05
209,0.6099626783277725,1.1079748866184307,2.8353462499944302e-05
210,0.5214671767268826,1.1730497155430784,2.827494246587523e-05
211,0.5432601349498338,1.1253244866041878,2.819607169662928e-05
212,0.5614962462624887,1.130039322453085,2.81168527654996e-05
213,0.5176885760344058,1.0718533329769844,2.80372882571387e-05
214,0.47894507841671785,1.1876704787193542,2.795738076747414e-05
215,0.5131291108370322,1.089913269481512,2.7877132903623834e-05
216,0.5171335736934154,1.024498540207105,2.7796547283810965e-05
217,0.5481550116926927,1.0937026051628769,2.771562653727861e-05
218,0.5131129207523752,1.1550061347614813,2.7634373304203894e-05
219,0.49561032958716306,1.1557045419798662,2.7552790235611902e-05
220,0.577289705909769,1.0746099897030335,2.747087999328916e-05
221,0.5028546577247692,1.1876130033563501,2.7388645249696792e-05
222,0.5559103359873746,1.0421290593228123,2.730608868788332e-05
223,0.6178404959978433,1.046496187739755,2.7223213001397157e-05
224,0.6016981523430135,1.0997186889560535,2.714002089419867e-05
225,0.49383577018897623,1.038388969353708,2.7056515080572026e-05
226,0.5244054990042898,1.0620452901034856,2.6972698285036566e-05
227,0.5544694449525005,1.1103254960029243,2.6888573242257964e-05
228,0.5392712241219865,1.1075933067950248,2.680414269695898e-05
229,0.5987479102608894,1.1235877619239274,2.671940940382992e-05
230,0.49072667103136136,1.0746883874672533,2.663437612743873e-05
231,0.5287701618098579,1.0972995581431504,2.6549045642140857e-05
232,0.5347196460886825,1.179231276934805,2.646342073198867e-05
233,0.5208575608770853,0.962390102535336,2.6377504190640656e-05
234,0.5362605348856192,1.0529537913856575,2.6291298821270265e-05
235,0.5245155524922968,1.0183914948965092,2.6204807436474454e-05
236,0.5021302496470877,1.0432127271825198,2.6118032858181927e-05
237,0.5178780275885557,1.0956545083914766,2.6030977917561043e-05
238,0.5269116799986324,1.0587442211052325,2.594364545492747e-05
239,0.5455665900444819,1.0766122474760007,2.5856038319651513e-05
240,0.5825558172057212,1.107587187643472,2.5768159370065116e-05
241,0.5452133324927543,1.0644720815162447,2.5680011473368647e-05
242,0.5813964164262279,1.112140171498302,2.5591597505537323e-05
243,0.5305167232172733,0.9971957528122376,2.5502920351227386e-05
244,0.5766603448690392,1.094163905373181,2.5413982903681994e-05
245,0.5171994570584053,1.0988538336592184,2.5324788064636792e-05
246,0.480474916894062,1.0885651239220056,2.5235338744225288e-05
247,0.567544418575911,1.0331746146061436,2.5145637860883864e-05
248,0.559282399967911,0.985719712687984,2.5055688341256573e-05
249,0.5060567087222135,1.0102931899248415,2.4965493120099644e-05
