iter_num,cross_entropy,detached_cross_entropy,learning_rate
1,0.5768351893537587,1.0534602285849013,7e-07
2,0.5262202415607659,1.0454636392888281,1.4e-06
3,0.6122155981302165,1.128054722044931,2.1e-06
4,0.6100738737442517,1.031100456102818,2.8e-06
5,0.5538552440729015,1.0728116802848504,3.4999999999999995e-06
6,0.5282966808401698,1.038969809547339,4.2e-06
7,0.5342139563188535,1.0649751591857548,4.9e-06
8,0.5672226451165205,1.0374265021817546,5.6e-06
9,0.5180725204936967,1.050676868267367,6.299999999999999e-06
10,0.5754857413723251,1.0286218229163342,6.999999999999999e-06
11,0.5493556405857271,1.0661379596966611,7.699999999999999e-06
12,0.5247832369966219,1.0485963807234906,8.4e-06
13,0.5733833820538029,1.0723123890576765,9.1e-06
14,0.4745657519401206,1.0029091271027808,9.8e-06
15,0.48536863095175736,1.0597676903606608,1.05e-05
16,0.44182796820243775,1.0701778739868515,1.12e-05
17,0.47424005225464444,1.0120062588540553,1.1899999999999998e-05
18,0.5277215103180174,1.000610534955446,1.2599999999999998e-05
19,0.5102868268296759,1.0102488833212437,1.3299999999999998e-05
20,0.5846578454203186,1.0772916758916296,1.3999999999999998e-05
21,0.5239213051279923,1.1325240997425539,1.47e-05
22,0.5140803824872776,1.0101107993342022,1.5399999999999998e-05
23,0.5107109886831869,1.0558081493336013,1.61e-05
24,0.5212055252830032,1.0511349898999884,1.68e-05
25,0.5002133398390862,1.0594611297502625,1.75e-05
26,0.5352799118243959,1.0480059940732558,1.82e-05
27,0.5019912486857024,1.0903018082261233,1.89e-05
28,0.4974685814718365,1.0891382451289047,1.96e-05
29,0.4825958543833616,1.0362870218835747,2.0299999999999995e-05
30,0.46587629581961537,1.0589858457360282,2.1e-05
31,0.45103856178558793,1.0853014605100797,2.1699999999999996e-05
32,0.6202069769737166,1.0107523664395448,2.24e-05
33,0.5363961990617963,1.0382300478743907,2.31e-05
34,0.5162997695614864,1.0487573200674178,2.3799999999999996e-05
35,0.5276251397245406,1.0123500163517725,2.45e-05
36,0.5046124889251327,1.0606331431509328,2.5199999999999996e-05
37,0.6077220897444828,1.0626133792592056,2.59e-05
38,0.6402482583232189,1.0806975375558459,2.6599999999999996e-05
39,0.44835837366630993,1.0324828175894287,2.73e-05
40,0.525218319652453,1.0699975044716368,2.7999999999999996e-05
