iter_num,cross_entropy,detached_cross_entropy,completion_cross_entropy,context_cross_entropy,full_cross_entropy,commited_cross_entropy,common_cross_entropy,infile_cross_entropy,inproject_cross_entropy,non_informative_cross_entropy,random_cross_entropy,epoch,learning_rate
1,0.6214922738999462,0.7748755339302963,0.6214922738999462,0.7748755339302963,0.7335561499358123,0.3558747617534295,0.4892474249031653,0.35935168082197794,0.3653009461937629,0.9366836225609606,0.5013586424681671,0.005220654213231096,7e-07
2,0.5607276191431902,0.7603360811159946,0.5607276191431902,0.7603360811159946,0.7052456703968348,0.290529331428646,0.37901657733214994,0.31881669847033917,0.3835776724241995,0.8297891160546537,0.4202587256415975,0.010441308426462192,1.4e-06
3,0.6477918577174006,0.76796848945688,0.6477918577174006,0.76796848945688,0.736834996499141,0.5437341116243739,0.48205726340116467,0.36286904237638457,0.38080498748605834,1.022722989367757,0.47637078561588153,0.015661962639693286,2.1e-06
4,0.6498967371875405,0.760613677095878,0.6498967371875405,0.760613677095878,0.7265947348296142,0.3732288732200953,0.4809467612935275,0.32736396305923093,0.3806945657555034,1.1153119137856282,0.42453462339933973,0.020882616852924384,2.8e-06
5,0.5897754720377788,0.7529332649754584,0.5897754720377788,0.7529332649754584,0.710089070483475,0.3776127670093569,0.3585076228647323,0.3289175719575928,0.41215311269331,0.8585097005211578,0.44058871962743607,0.026103271066155478,3.4999999999999995e-06
6,0.5552723228379772,0.7532484290344327,0.5552723228379772,0.7532484290344327,0.6964603324243467,0.2825284040315715,0.4223937924444422,0.29071212390579226,0.32648546458781313,0.8850508577353823,0.4798308895563019,0.03132392527938657,4.2e-06
7,0.5990724941723143,0.7577542770401566,0.5990724941723143,0.7577542770401566,0.7151120825149968,0.4700558219872449,0.4038890449718515,0.37892472799488675,0.3841159582020949,0.9018693452079278,0.4792985141532332,0.03654457949261767,4.9e-06
8,0.5990125974746193,0.752525957305072,0.5990125974746193,0.752525957305072,0.7104046724608962,0.3261514540433727,0.50346607293584,0.3832195084270006,0.409927601840631,1.0145099985418078,0.4236999434457114,0.04176523370584877,5.6e-06
9,0.563524062295592,0.7234956314679425,0.563524062295592,0.7234956314679425,0.683753593390473,0.497831393178498,0.4839579040314569,0.33997135953423163,0.38961328328558475,0.8130359246110715,0.4353588755874327,0.04698588791907986,6.299999999999999e-06
10,0.6120424287630429,0.7810983089535747,0.6120424287630429,0.7810983089535747,0.7326660249789693,0.27325062805584754,0.417993620789637,0.3208658590441884,0.3281765424657717,0.9337513569603403,0.5178296245450288,0.052206542132310955,6.999999999999999e-06
11,0.57423374381679,0.7646731631283629,0.57423374381679,0.7646731631283629,0.7121274795822373,0.3549264696469338,0.42235283937573376,0.3724473459413719,0.4099521545374043,0.8721598383251618,0.43994285596241695,0.05742719634554205,7.699999999999999e-06
12,0.5702425810951759,0.7377256497242559,0.5702425810951759,0.7377256497242559,0.6908338503818102,0.23968230579328698,0.4863944660253555,0.35192328359518193,0.45525967631541053,0.8563245818467066,0.44754069565044585,0.06264785055877314,8.4e-06
13,0.6331080050501425,0.7860322928790507,0.6331080050501425,0.7860322928790507,0.7416482821102166,0.3520470309815933,0.5138681094052601,0.39737964375937657,0.4759688761122256,1.0196936021118002,0.45118915669715703,0.06786850477200425,9.1e-06
14,0.5223456649986458,0.7103891580798487,0.5223456649986458,0.7103891580798487,0.6592253581669459,0.36368911447809543,0.35987872975233315,0.30582142213574487,0.34934001590180414,0.8207675544308647,0.45196656838826565,0.07308915898523534,9.8e-06
15,0.5204700109387792,0.7647590349393838,0.5204700109387792,0.7647590349393838,0.6967329891534741,0.33597802904184315,0.37161014990929414,0.28583491034049424,0.356211577929554,0.7899363238496891,0.3926472677849993,0.07830981319846643,1.05e-05
16,0.4824156641151309,0.7416299706023871,0.4824156641151309,0.7416299706023871,0.6751745622530362,0.30725420865702263,0.5057547903899521,0.27464318595641307,0.3236117961302027,0.8127842159453122,0.3863602778893884,0.08353046741169753,1.12e-05
17,0.5062758074441932,0.7628546501831378,0.5062758074441932,0.7628546501831378,0.6909994141002739,0.2914953111397846,0.4676853627434274,0.3280804282513584,0.36707942730879534,0.8468913686005943,0.37684740004535106,0.08875112162492862,1.1899999999999998e-05
18,0.5641061198374755,0.735105036012292,0.5641061198374755,0.735105036012292,0.6911875130608682,0.41211802675966897,0.5254026656010897,0.37205142688791737,0.3769567120973217,0.8738996567316636,0.4391649373790803,0.09397177583815972,1.2599999999999998e-05
19,0.5593726689953634,0.771284251652669,0.5593726689953634,0.771284251652669,0.715504101011902,0.3635337002819106,0.49528795328766645,0.29496952138734195,0.4433028095736713,0.9263035152091967,0.38920531005065384,0.09919243005139082,1.3299999999999998e-05
20,0.6356430563770206,0.7865242432092827,0.6356430563770206,0.7865242432092827,0.7456592463523297,0.37432155711750625,0.43648142971969317,0.34624102453762967,0.38743168934808947,0.8291328516296207,0.6231814582877984,0.10441308426462191,1.3999999999999998e-05
21,0.5731896710928354,0.7966239885794243,0.5731896710928354,0.7966239885794243,0.7396614779880487,0.26909394118244995,0.4683713633924397,0.3524600644300411,0.3961931962352299,0.8776221876564362,0.41734093881730844,0.109633738477853,1.47e-05
22,0.5550695709090664,0.7580986068001941,0.5550695709090664,0.7580986068001941,0.7018498441692141,0.42257496893416296,0.3772626549024809,0.2819046937245479,0.2902529447593413,0.9544133995290376,0.45521526220427866,0.1148543926910841,1.5399999999999998e-05
23,0.552354784064812,0.7880923997567961,0.552354784064812,0.7880923997567961,0.7279375389494425,0.3234096936051999,0.4001827776352381,0.3425972517242564,0.43196622961043146,0.8279235732934914,0.41594321846079174,0.1200750469043152,1.61e-05
24,0.5750181701556392,0.7728107197291942,0.5750181701556392,0.7728107197291942,0.717528503859499,0.36636917777805533,0.41371141907572734,0.3133285118800568,0.3816925000646305,0.9533423750135119,0.42423380430949803,0.1252957011175463,1.68e-05
25,0.5409470290151692,0.7748248602362119,0.5409470290151692,0.7748248602362119,0.7162135436880336,0.30663513414390775,0.41738010097284445,0.28853914664104474,0.4349852000693231,0.8161554528940013,0.4027071148252443,0.13051635533077738,1.75e-05
26,0.5954455908206839,0.7676317171542262,0.5954455908206839,0.7676317171542262,0.7238605105604285,0.34445282847564695,0.3548163408838144,0.3704601671064691,0.40331870161292716,0.8754259052286817,0.4836736826143284,0.1357370095440085,1.82e-05
27,0.5524203061813429,0.7832828102502364,0.5524203061813429,0.7832828102502364,0.7181332489594633,0.2562645758764921,0.48448364306247893,0.36529040654611533,0.40573696053101344,0.8793028163723687,0.42578572742769827,0.1409576637572396,1.89e-05
28,0.5504971024483518,0.7673265786680881,0.5504971024483518,0.7673265786680881,0.7122202692773033,0.2649503654783411,0.29964715130861447,0.32552740793832574,0.39021124654162126,0.8447403658565242,0.3994857453301097,0.14617831797047068,1.96e-05
29,0.5240012433815844,0.7912255619374702,0.5240012433815844,0.7912255619374702,0.7190186832990608,0.41932072503573575,0.414202395741105,0.33330030159136714,0.3437378268245674,0.8323230004945857,0.40424376681432483,0.15139897218370177,2.0299999999999995e-05
30,0.4977119625992956,0.8212702161471205,0.4977119625992956,0.8212702161471205,0.7298825929730328,0.32135086813604646,0.6143182349571645,0.30021884664143217,0.3568829173507457,0.7873602382907432,0.3608366318869049,0.15661962639693286,2.1e-05
31,0.5002280327482621,0.7774631320954642,0.5002280327482621,0.7774631320954642,0.6981740873589625,0.3223137812471732,0.3861930346416434,0.38445448790833014,0.3893214233414697,0.7374550883210341,0.40070965321418295,0.16184028061016395,2.1699999999999996e-05
32,0.6493709389511544,0.7461181946879362,0.6493709389511544,0.7461181946879362,0.7199451833730567,0.38450147961364345,0.590679287854909,0.3658744661335968,0.4413264419886189,0.8983900463228898,0.5827966256054157,0.16706093482339507,2.24e-05
33,0.5717353447089689,0.8162550109167321,0.5717353447089689,0.8162550109167321,0.7415865287328107,0.42036484596138607,0.422873879871802,0.32497039276726786,0.38326691264011636,0.8706755374213212,0.4240591826728535,0.17228158903662616,2.31e-05
34,0.5543599141627908,0.8102646285375503,0.5543599141627908,0.8102646285375503,0.7368814178486632,0.3755755807000221,0.420197601724263,0.30402918218633845,0.4160832917243354,0.8990975764829159,0.39151794650256494,0.17750224324985725,2.3799999999999996e-05
35,0.5640753864990361,0.8124039426100753,0.5640753864990361,0.8124039426100753,0.7383211054337712,0.43044580792171455,0.5040297799019346,0.389051947248004,0.34910800146433735,0.8450685119615436,0.4765555578671639,0.18272289746308834,2.45e-05
36,0.5425951361055079,0.7948552715706196,0.5425951361055079,0.7948552715706196,0.7199676411584599,0.3376461066051913,0.511445844867106,0.29393797359065627,0.3740424144016453,0.8467277989895537,0.4156547529099131,0.18794355167631943,2.5199999999999996e-05
