iter_num,cross_entropy,exact_match,top_1_accuracy,top_3_accuracy,top_5_accuracy,top_10_accuracy,epoch,learning_rate
1,0.5531855053576897,0.43912404096326213,0.8656122201675893,0.937807121497503,0.9534258299794474,0.9683260530629615,0.0024143654745737136,5.833333333333333e-07
2,0.5684665864850172,0.43568651307958844,0.8620116641443972,0.9356301252483307,0.9518854043614587,0.967604422909204,0.004828730949147427,1.1666666666666666e-06
3,0.5762543856626434,0.4312743831804322,0.8598035333463738,0.9341736520946742,0.950752613273665,0.96686831772446,0.007243096423721141,1.7499999999999998e-06
4,0.6023986467440844,0.40811113305681745,0.8546741817557055,0.9317442515295847,0.9487219257972453,0.9648539139232774,0.009657461898294854,2.333333333333333e-06
5,0.5638433987365998,0.4332490526720951,0.8631858243251497,0.9368969097349457,0.9530667903383413,0.9682055965249786,0.012071827372868568,2.916666666666666e-06
6,0.5816472349582807,0.42551252548695656,0.8583771241904893,0.9338815299895817,0.9504886639876966,0.9668735045279174,0.014486192847442281,3.4999999999999995e-06
7,0.5741935278406401,0.42612785690626037,0.8611941801747705,0.9355305571373814,0.9517550789340408,0.9670578722343969,0.016900558322015997,4.083333333333333e-06
8,0.5924744752641488,0.4192961884560151,0.8556400499713209,0.9323855388570922,0.9494999527582051,0.9662035062001277,0.01931492379658971,4.666666666666666e-06
9,0.5757981287314661,0.42926557272582444,0.8599844926101323,0.9343927663990648,0.9510138254345052,0.9671758657298613,0.021729289271163424,5.25e-06
10,0.5777929719463766,0.4305807682624654,0.8600806630535446,0.9342567008877898,0.9508893404628798,0.96679627020453,0.024143654745737136,5.833333333333332e-06
11,0.5544144873470616,0.4425675450466966,0.8645368442700979,0.9365891762128054,0.9525962459303554,0.9685093135989472,0.02655802022031085,6.4166666666666665e-06
12,0.588366986049025,0.42363719773680747,0.8571076269974772,0.932548528154438,0.9494994372087088,0.9662752236531632,0.028972385694884563,6.999999999999999e-06
13,0.5971806458296143,0.4135984095427435,0.8553016759616568,0.9319020671052795,0.9491833039514287,0.9654337084099697,0.03138675116945828,7.5833333333333324e-06
14,0.6000088437085193,0.4157150229585423,0.8550088372574766,0.9313457498829415,0.9485768507288649,0.9653688331908585,0.033801116644031994,8.166666666666666e-06
15,0.5660683258934328,0.4453365661704792,0.8626910416008506,0.9350265284521109,0.9511874572294924,0.9669899965926759,0.0362154821186057,8.75e-06
16,0.5765894436265784,0.43701934433974643,0.8608802560217397,0.9345122686625269,0.9508418603941086,0.9664462861962757,0.03862984759317942,9.333333333333333e-06
17,0.5932816235645696,0.42494948964865786,0.8568342463353831,0.9323255228979196,0.949190564855284,0.9653525387534646,0.04104421306775313,9.916666666666666e-06
18,0.574458349515119,0.4346942654702524,0.8601955745718705,0.9343848074741242,0.9510128446004681,0.9668689270593489,0.04345857854232685,1.05e-05
19,0.5884917247871354,0.42358613603130063,0.8561373783847636,0.9323102181855496,0.9494600844296702,0.9662849274663701,0.045872944016900556,1.1083333333333331e-05
20,0.5855140095981203,0.4240885986914573,0.8572307433846512,0.9319491170705423,0.9489633889371198,0.966029683458848,0.04828730949147427,1.1666666666666665e-05
21,0.5774286658116665,0.43579275823961516,0.85974131212773,0.9342385134061365,0.9507950908194582,0.9668214645171543,0.05070167496604799,1.225e-05
22,0.5720244573063243,0.44490246880875617,0.8613427291348112,0.9349151762619523,0.9509922668850493,0.9665997583282269,0.0531160404406217,1.2833333333333333e-05
23,0.5622069618662192,0.4432976855128306,0.8632018235112516,0.9360081918675864,0.952332759310925,0.9679530399091107,0.05553040591519541,1.3416666666666666e-05
24,0.5684217548323496,0.43298859648540894,0.8611436859205259,0.9351850879996947,0.9517187253999227,0.9676717413395801,0.057944771389769126,1.3999999999999998e-05
25,0.559305410776563,0.43756512848744616,0.862791644220414,0.9366846284403604,0.9527366614386183,0.9682905427038665,0.06035913686434284,1.4583333333333331e-05
26,0.5694147281050793,0.44253217192786964,0.8612796556791937,0.9338403985265207,0.9505086557364534,0.9670013169698242,0.06277350233891656,1.5166666666666665e-05
27,0.5780941675698998,0.4332427022410005,0.8590110231952762,0.9337200803074891,0.9505778780349093,0.966790620360086,0.06518786781349027,1.5749999999999997e-05
28,0.5547864708840193,0.44469691994483485,0.8646421865797655,0.9367637527478768,0.9526243596241792,0.9680745150707265,0.06760223328806399,1.633333333333333e-05
29,0.564598925704134,0.4378523472314286,0.8623789563586828,0.9354624767694022,0.9516240543745095,0.9673046780877311,0.07001659876263769,1.6916666666666663e-05
30,0.5655364480894868,0.4382172635274405,0.8624248423347534,0.9350162414056095,0.9513249417018015,0.9670036491856389,0.0724309642372114,1.75e-05
31,0.5753897803707508,0.42735491664970554,0.8590242962188281,0.9337240525123524,0.9505840749173173,0.9672012496397839,0.07484532971178512,1.808333333333333e-05
32,0.5465792440097901,0.4516047346652555,0.8671188126894318,0.9385019985668941,0.9540733003588493,0.9685709661912084,0.07725969518635883,1.8666666666666665e-05
33,0.5674944295479235,0.4497707405574798,0.861284222791512,0.9337767303865036,0.9502912745510164,0.9669131768512956,0.07967406066093255,1.925e-05
34,0.5939427719114323,0.4140240684393305,0.8556545999820555,0.9318731518653632,0.9490468445457478,0.9654221048833707,0.08208842613550626,1.9833333333333332e-05
35,0.552964715863126,0.44885326561384015,0.8647612047508477,0.9368481843065476,0.9529268019119848,0.9685391166974114,0.08450279161007998,2.0416666666666667e-05
36,0.5580870424312693,0.43816967438606874,0.8636431104698751,0.9360265246444472,0.9522965895862994,0.968056455073096,0.0869171570846537,2.1e-05
37,0.5649484199968207,0.44463048987862164,0.8620315658120735,0.9353971122752647,0.9517671870987083,0.9675319529615743,0.0893315225592274,2.158333333333333e-05
38,0.5827790860583741,0.42062716942285105,0.8582370431256978,0.9334768199433977,0.950160599035117,0.9663183560234065,0.09174588803380111,2.2166666666666662e-05
39,0.5796038209202025,0.4328681408463802,0.8585458782444991,0.9328400563445092,0.9496073688918547,0.9662696679521272,0.09416025350837483,2.2749999999999997e-05
40,0.5452607047414445,0.4457864287573151,0.8672293752388823,0.938103647616998,0.9537456989249877,0.9682487496999805,0.09657461898294854,2.333333333333333e-05
41,0.573326707522401,0.4309706181952878,0.860732197642962,0.9346965308814742,0.9512016197238222,0.9668003390652414,0.09898898445752226,2.3916666666666664e-05
42,0.5558965448844395,0.4487893170823811,0.8646652394624357,0.9368879787876401,0.9528325708053202,0.9679580716991129,0.10140334993209597,2.45e-05
43,0.5457021175632435,0.4557915509917383,0.8669633110166192,0.9368272541280832,0.9527484293053827,0.968303172688617,0.10381771540666969,2.508333333333333e-05
44,0.5537014020365381,0.44797807910815735,0.865255131013223,0.9363878430418164,0.9521609666012912,0.9676654307378829,0.1062320808812434,2.5666666666666666e-05
45,0.5702994503663181,0.4373652072235936,0.8618697551675841,0.9350178834319964,0.9511628406382202,0.9664836567621802,0.1086464463558171,2.6249999999999998e-05
46,0.5583882467962484,0.4306719472825906,0.8631462390225276,0.9367186903398244,0.9528369606720122,0.968126670484918,0.11106081183039082,2.6833333333333333e-05
47,0.5662887065910013,0.426504710426764,0.8608605932185182,0.9350408390982025,0.9516247548866308,0.9677498365910872,0.11347517730496454,2.741666666666666e-05
48,0.5676856806136674,0.43125174462655025,0.8612019303020689,0.9349594116538529,0.9513793835533111,0.9673093850561415,0.11588954277953825,2.7999999999999996e-05
49,0.5519088194135334,0.44347551592155626,0.8652474148797205,0.9375649440801056,0.9535360590524772,0.9684861982200671,0.11830390825411197,2.858333333333333e-05
50,0.5558854512482919,0.4465795744849393,0.8628828969017887,0.9352495939107859,0.9516468630055709,0.968449385985471,0.12071827372868568,2.9166666666666663e-05
51,0.5477598571513704,0.4465227503521473,0.8662548121024914,0.937945474452067,0.9536071797094172,0.9686255213011601,0.1231326392032594,2.9749999999999998e-05
52,0.5857029327019394,0.43436706589214263,0.857772657779813,0.9313804198239325,0.9478695163748506,0.9644048837148288,0.1255470046778331,3.033333333333333e-05
53,0.5380172880915369,0.4588987604547002,0.86969570435625,0.9390463828355592,0.9544823538113906,0.9691853237540533,0.12796137015240683,3.091666666666666e-05
54,0.5286928358821327,0.4731469590701044,0.8709465225515043,0.9391918159836556,0.9543613058516613,0.9692455419559154,0.13037573562698054,3.149999999999999e-05
55,0.5609437266928281,0.43787618796198524,0.8620198725594213,0.9353509436339608,0.9518935917462872,0.9682124003281707,0.13279010110155426,3.208333333333333e-05
56,0.5567553184834181,0.4440316791820626,0.8637424118278374,0.9358845085088219,0.952412061668379,0.9682171249196504,0.13520446657612797,3.266666666666666e-05
57,0.5589408923571032,0.4435409167901757,0.8633998664787762,0.9360816054233095,0.9523112581106509,0.967767842954608,0.13761883205070166,3.3249999999999995e-05
58,0.5289593041358421,0.4579180326787469,0.8703203967521621,0.9396441393940927,0.9550312224169364,0.9699867625162962,0.14003319752527538,3.383333333333333e-05
59,0.5624345262013773,0.4356630942205273,0.8626997821101191,0.935471661189588,0.9516184230309366,0.9673007667910047,0.1424475629998491,3.4416666666666665e-05
60,0.5474951395145582,0.44625743939132856,0.8663252421578461,0.938063519847447,0.9538179767066532,0.9686719471027433,0.1448619284744228,3.5e-05
61,0.5711057148811842,0.4400177792884363,0.8612574239377434,0.9345944284796711,0.9511740391470452,0.9667610873521774,0.14727629394899652,3.5e-05
62,0.5187521507728006,0.47322074471583214,0.8728309384546232,0.9408547507732419,0.9559946405105257,0.9706034483581315,0.14969065942357024,3.499980203051967e-05
63,0.5483122387492899,0.45419933255641487,0.8661389248194589,0.9374828766305983,0.9535003269549279,0.9687326081457122,0.15210502489814395,3.499920812656417e-05
64,0.5264183218957411,0.46087912670234754,0.8706880216126945,0.9399221503867422,0.9552863514974476,0.970283499557293,0.15451939037271767,3.4998218301589844e-05
65,0.5464054708386776,0.4529267603597921,0.8656024507864196,0.937151819975265,0.9532167287748311,0.968978535093778,0.15693375584729138,3.499683257802361e-05
66,0.5370314071774026,0.4605714517689565,0.8678632882511998,0.9368263037185004,0.9529866615116953,0.9693145558729681,0.1593481213218651,3.4995050987262426e-05
67,0.5335304419922812,0.45247161033424055,0.8692026943245551,0.9389171251310722,0.9544171754838039,0.969239492387192,0.16176248679643881,3.4992873569672606e-05
68,0.5564783434693297,0.4449961078294771,0.8635495249644803,0.9362435373740584,0.952505993126577,0.9681365635844122,0.16417685227101253,3.499030037458887e-05
69,0.5606851404466372,0.442705047318612,0.8632282652361146,0.9357353669463457,0.9520938713934428,0.9677682070483699,0.16659121774558625,3.498733146031327e-05
70,0.5443855825092994,0.445127462186661,0.8669908622482249,0.9383103895025171,0.954105018746187,0.9690112687163516,0.16900558322015996,3.498396689411384e-05
71,0.5509032900300768,0.4539568963806979,0.865917643377007,0.9367679443093822,0.9525664169392296,0.9680657700395773,0.17141994869473368,3.498020675222306e-05
72,0.5278724048634788,0.4602165070026898,0.8706187207129592,0.9399072737047632,0.9551261593768381,0.9699934693745149,0.1738343141693074,3.497605111983617e-05
73,0.5528460763705653,0.4409526915029483,0.865452881574603,0.9363571560804402,0.952225044707014,0.9678190611240785,0.17624867964388108,3.497150009110922e-05
74,0.53844799325052,0.4627666923243926,0.8687731518820733,0.9383211431505745,0.9536299001337214,0.9685158265573861,0.1786630451184548,3.49665537691569e-05
75,0.5272388598242428,0.45866447245190123,0.8702808341267512,0.939312243928862,0.9547782844516349,0.9699350709780874,0.1810774105930285,3.496121226605027e-05
76,0.5239083810451236,0.4644309971463844,0.8721016235489031,0.9399257320858003,0.9550708704100291,0.9696457815595689,0.18349177606760222,3.4955475702814176e-05
77,0.5291685659129024,0.4558312487323372,0.870755290901153,0.9396893332665336,0.9552575012584603,0.9700479288486817,0.18590614154217594,3.494934420942452e-05
78,0.5077155848392024,0.47920273303536753,0.8753323271636229,0.9422722061368716,0.9570234750657972,0.9714167614127234,0.18832050701674966,3.494281792480531e-05
79,0.5498740565036269,0.4483014544081457,0.8662357824185674,0.9376060964569212,0.9534175407718215,0.9683332052738858,0.19073487249132337,3.493589699682553e-05
80,0.5289878513690702,0.4561214863875347,0.870092690053736,0.9397352421650519,0.955136506215759,0.9700801888728038,0.19314923796589709,3.492858158229576e-05
81,0.544811650093217,0.44936356065027644,0.8672213978653663,0.9379477172206822,0.9537542165455578,0.9690115510685097,0.1955636034404708,3.492087184696465e-05
82,0.5321429426647544,0.45246406914804516,0.8691171590966057,0.939334795862586,0.9547195214235072,0.9697122764132544,0.19797796891504452,3.4912767965515156e-05
83,0.540053617503781,0.4514576393385715,0.8680469317490878,0.9381572454133016,0.9538137295983674,0.9689705235245775,0.20039233438961823,3.490427012156057e-05
84,0.5222074244731265,0.4625285889048455,0.8716335410750814,0.9404956122289763,0.9558340820847913,0.9704004989237542,0.20280669986419195,3.489537850764039e-05
85,0.5334277956531345,0.4604215581288619,0.8699832440829475,0.939088997202258,0.954595377046302,0.9693374351614713,0.20522106533876566,3.488609332521591e-05
86,0.5185539675723638,0.46947385446923795,0.872632769828095,0.9405229915195078,0.9558544884387506,0.9708939659339302,0.20763543081333938,3.487641478466571e-05
87,0.5326544461221949,0.4756424706200278,0.8702676673989059,0.9381902921591544,0.9534799816168663,0.9680714746928867,0.2100497962879131,3.486634310528084e-05
88,0.5302731583792282,0.45596958477646404,0.8702183061057094,0.9400112705519373,0.9553534405960318,0.9699369240363845,0.2124641617624868,3.48558785152599e-05
