iter_num,cross_entropy,detached_cross_entropy,completion_cross_entropy,context_cross_entropy,full_cross_entropy,commited_cross_entropy,common_cross_entropy,infile_cross_entropy,inproject_cross_entropy,non_informative_cross_entropy,random_cross_entropy,epoch,learning_rate
1,0.6300639358517021,0.4843008243707424,0.6300639358517021,0.4843008243707424,0.5230537638999523,0.3581146752667321,0.48212478953710003,0.367408074759992,0.37144547144198725,0.9473458251707112,0.5064160898898874,0.005220654213231096,7e-07
2,0.5689998069792839,0.46180382194257125,0.5689998069792839,0.46180382194257125,0.4913890927564354,0.2900704393931026,0.36246998409508274,0.32435282741078403,0.3894654276467343,0.8405952049559123,0.42477299468579416,0.010441308426462192,1.4e-06
3,0.6567998643664785,0.47108237051813906,0.6567998643664785,0.47108237051813906,0.5186787480488423,0.5439353379686638,0.476155430562707,0.3651854564344954,0.3859191632722035,1.0365138494100923,0.4803402432929924,0.015661962639693286,2.1e-06
4,0.6526402940063966,0.468524272904615,0.6526402940063966,0.468524272904615,0.5245750695466997,0.36773366949119707,0.48436362428725394,0.3313719498537267,0.38781696128273296,1.1207779994168083,0.4203281618621236,0.020882616852924384,2.8e-06
5,0.6055199375573137,0.48326208400815274,0.6055199375573137,0.48326208400815274,0.5147181469947102,0.39289757036437356,0.3535829456470456,0.3399681214291249,0.41624007150623826,0.898717681231377,0.44287145319861687,0.026103271066155478,3.4999999999999995e-06
6,0.5626737408465579,0.45382995569049683,0.5626737408465579,0.45382995569049683,0.4847593845333909,0.28258641614905355,0.42574666166541103,0.2989470240655725,0.3392240363136411,0.8925983467742037,0.4819160993829057,0.03132392527938657,4.2e-06
7,0.6044666258766802,0.4643594769644358,0.6044666258766802,0.4643594769644358,0.5018088724464183,0.4746797679642347,0.41213159533247895,0.3774686898599601,0.38286301855865973,0.9121512032222855,0.48068476607186456,0.03654457949261767,4.9e-06
8,0.6031006122558483,0.48955089927196815,0.6031006122558483,0.48955089927196815,0.5205941237509255,0.3211061251182455,0.5015205552333132,0.3902590804402459,0.41004028014348765,1.025490137367787,0.42256616801686453,0.04176523370584877,5.6e-06
9,0.5724754179149641,0.47745668381312806,0.5724754179149641,0.47745668381312806,0.5009831946808844,0.5002573238731807,0.4632734554553671,0.352904385175973,0.4024312947467787,0.819657392508956,0.4404568735911351,0.04698588791907986,6.299999999999999e-06
10,0.619276715729771,0.4855353859239534,0.619276715729771,0.4855353859239534,0.5235418255906552,0.27619745547129076,0.4076375214170556,0.323854412428218,0.3294422950444575,0.9435785299010642,0.5226839387620347,0.052206542132310955,6.999999999999999e-06
11,0.5820366310922808,0.47913747659240985,0.5820366310922808,0.47913747659240985,0.506805683020503,0.3531616161857452,0.4277900553307148,0.38017042067864504,0.4071887527582295,0.8882678475336004,0.443059475108672,0.05742719634554205,7.699999999999999e-06
12,0.5790048488574107,0.458837922439047,0.5790048488574107,0.458837922439047,0.4922492415644233,0.24522729089306383,0.48100910084920806,0.363675852993014,0.4594525960423694,0.8713487387709546,0.44821552020035427,0.06264785055877314,8.4e-06
13,0.6356084682231082,0.4859258323596728,0.6356084682231082,0.4859258323596728,0.5291427888441836,0.3516839168178147,0.5089852919815764,0.404864989620325,0.4766568960065931,1.0255491106457764,0.44920616372142197,0.06786850477200425,9.1e-06
14,0.5265524743187762,0.4448946120605537,0.5265524743187762,0.4448946120605537,0.466977709089406,0.36811651965283143,0.33978887973353267,0.30207640557705695,0.34695473637962776,0.8350891571552087,0.45065891901239935,0.07308915898523534,9.8e-06
15,0.5241850640597093,0.48654526748966764,0.5241850640597093,0.48654526748966764,0.49684873316437067,0.3373474175917425,0.35989401837367446,0.2843733524669691,0.35551748246553766,0.7965049581020488,0.39391116612170024,0.07830981319846643,1.05e-05
16,0.4928997317663275,0.4844095092525756,0.4928997317663275,0.4844095092525756,0.48658022016752533,0.31147074975033806,0.5002183132884278,0.28439490689051455,0.3273767207631887,0.8308752511294278,0.3925089595388409,0.08353046741169753,1.12e-05
17,0.5161657627130518,0.44981558213861406,0.5161657627130518,0.44981558213861406,0.4680735580623154,0.29105218928405985,0.4702891267202851,0.3325153244901159,0.37010820885562123,0.8681357256749666,0.3798216147194142,0.08875112162492862,1.1899999999999998e-05
18,0.5736534684556182,0.4682585148613459,0.5736534684556182,0.4682585148613459,0.49532702006399676,0.4177735128903372,0.5174883923566541,0.3770718122095733,0.38136053654734325,0.8921080869143886,0.44215828428415777,0.09397177583815972,1.2599999999999998e-05
19,0.5661196613868594,0.4367278919221424,0.5661196613868594,0.4367278919221424,0.4707868655677887,0.3597567603576963,0.4967432435526096,0.30212410973797516,0.45195538602663726,0.9346031816150795,0.39059474492470914,0.09919243005139082,1.3299999999999998e-05
20,0.6410247746735424,0.5046307660968875,0.6410247746735424,0.5046307660968875,0.5412256685085598,0.38260328520486114,0.4312157708918098,0.3524635202793843,0.3900880986543391,0.8399722704261311,0.6218176173438356,0.10441308426462191,1.3999999999999998e-05
21,0.5823889069388891,0.4910101817451224,0.5823889069388891,0.4910101817451224,0.5141635297331965,0.2697280497030344,0.46212281017628676,0.35270271938267717,0.40406882728714216,0.8856810767668992,0.42363976880897375,0.109633738477853,1.47e-05
