iter_num,cross_entropy,detached_cross_entropy,completion_cross_entropy,context_cross_entropy,full_cross_entropy,InCommit_cross_entropy,InFile_cross_entropy,InProject_cross_entropy,NonInformative_cross_entropy,Other_cross_entropy,OtherAPI_cross_entropy,TODO_cross_entropy,exact_match,detached_exact_match,completion_exact_match,context_exact_match,full_exact_match,InCommit_exact_match,InFile_exact_match,InProject_exact_match,NonInformative_exact_match,Other_exact_match,OtherAPI_exact_match,TODO_exact_match,InProject_top_1_accuracy,InProject_top_3_accuracy,InProject_top_5_accuracy,InProject_top_10_accuracy,epoch,learning_rate
11,0.6106187263446585,nan,0.6106187263446585,nan,0.6106187263446585,0.5846152412814435,0.5015436265670954,0.5334239571116681,0.6905914963728317,0.37611301842314954,0.2699720173538049,0.7914330812517998,0.46864686468646866,nan,0.46864686468646866,nan,0.46864686468646866,0.2564102564102564,0.37254901960784315,0.2972972972972973,0.41935483870967744,0.5,0.5,0.020833333333333332,0.8628099173553719,0.9487603305785124,0.9702479338842975,0.9801652892561984,0.3642007242628039,3.5e-05
12,0.5875126064359992,nan,0.5875126064359992,nan,0.5875126064359992,0.6426783139376431,0.6251169635962027,0.7224797820978347,0.41909053901835036,0.4399397202896101,0.556100366836961,0.638757217886313,0.4874222342439816,nan,0.4874222342439816,nan,0.4874222342439816,0.3076923076923077,0.3559322033898305,0.2553191489361702,0.6111111111111112,0.4864864864864865,0.2727272727272727,0.17647058823529413,0.8252299605781866,0.923784494086728,0.9421813403416557,0.9579500657030223,0.3973098810139679,3.499044567203268e-05
13,0.625401003605068,nan,0.625401003605068,nan,0.625401003605068,0.6699064725132117,0.7508519458568702,0.6570367506444528,0.5844759800879691,0.6523344389417715,0.26418852831695633,0.7941421088475741,0.48274790177183713,nan,0.48274790177183713,nan,0.48274790177183713,0.4482758620689655,0.0,0.28125,0.7837837837837838,0.5652173913043478,0.6296296296296297,0.1,0.8336713995943205,0.9371196754563894,0.9614604462474645,0.973630831643002,0.4304190377651319,3.496179313564808e-05
14,0.6167282213710321,nan,0.6167282213710321,nan,0.6167282213710321,0.6499829163588583,1.1419984824127625,0.860639859165142,0.3937850075249531,0.2977890363181015,0.6247453226626497,0.7611588048303465,0.45719636169074374,nan,0.45719636169074374,nan,0.45719636169074374,0.17857142857142858,0.13636363636363635,0.17647058823529413,0.47619047619047616,0.5454545454545454,0.1724137931034483,0.11904761904761904,0.7951002227171492,0.9042316258351893,0.9376391982182628,0.955456570155902,0.4635281945162959,3.491407372197407e-05
15,0.5516002959596203,nan,0.5516002959596203,nan,0.5516002959596203,0.39239482229214917,0.3671608559202667,0.5572527354785339,0.635861816856095,0.37528806527357983,0.4717590083499571,0.5671557179367054,0.506066734074823,nan,0.506066734074823,nan,0.506066734074823,0.35,0.4230769230769231,0.2894736842105263,0.47368421052631576,0.4791666666666667,0.22727272727272727,0.07142857142857142,0.850328947368421,0.9506578947368421,0.96875,0.9786184210526315,0.4966373512674599,3.484733961148889e-05
16,0.5562400134082884,nan,0.5562400134082884,nan,0.5562400134082884,0.4238551013242514,0.5110182162381478,0.7814940342749762,0.5153057354711404,0.31573672747809667,0.4968138593358327,0.8592008335903385,0.48746446110105973,nan,0.48746446110105973,nan,0.48746446110105973,0.3870967741935484,0.3888888888888889,0.25806451612903225,0.5116279069767442,0.5957446808510638,0.4411764705882353,0.09375,0.7824267782426778,0.9184100418410042,0.9456066945606695,0.9707112970711297,0.5297465080186239,3.476166377696257e-05
17,0.5426225803344268,nan,0.5426225803344268,nan,0.5426225803344268,0.7743715262725607,0.6883350868540055,0.5586997023066445,0.3914227782942669,0.4255313153913214,0.34968059013077474,0.7037890587962606,0.4731928514270472,nan,0.4731928514270472,nan,0.4731928514270472,0.4,0.26666666666666666,0.3055555555555556,0.44680851063829785,0.5945945945945946,0.6060606060606061,0.1076923076923077,0.8611713665943601,0.9414316702819957,0.9587852494577006,0.9696312364425163,0.5628556647697879,3.465713990366229e-05
18,0.5728294137443415,nan,0.5728294137443415,nan,0.5728294137443415,0.5523518886447812,0.4185654003934637,0.5583474139708122,0.4953865088498805,0.5406881519400442,0.5816881141624111,0.671838580509243,0.48866033755274263,nan,0.48866033755274263,nan,0.48866033755274263,0.43243243243243246,0.55,0.20833333333333334,0.4722222222222222,0.5161290322580645,0.15625,0.09375,0.8624078624078624,0.9385749385749386,0.9631449631449631,0.972972972972973,0.5959648215209519,3.45338822869089e-05
19,0.5371202875513458,nan,0.5371202875513458,nan,0.5371202875513458,0.48162412263852133,0.7954818666479003,0.32154488497052247,0.38965025187119584,0.5011115764114925,0.5827637564028093,0.6907152485088248,0.50187265917603,nan,0.50187265917603,nan,0.50187265917603,0.4393939393939394,0.22857142857142856,0.4482758620689655,0.6595744680851063,0.5,0.25,0.18181818181818182,0.8895184135977338,0.9688385269121813,0.9773371104815864,0.9943342776203966,0.6290739782721159,3.439202570709667e-05
20,0.5667082153792894,nan,0.5667082153792894,nan,0.5667082153792894,0.6509593941271306,0.6428934852029108,0.5635294038931737,0.8886439996152597,0.5299223404271101,0.4866813370058325,0.6890850564002766,0.48645533141210373,nan,0.48645533141210373,nan,0.48645533141210373,0.20930232558139536,0.4,0.34146341463414637,0.5172413793103449,0.36363636363636365,0.26666666666666666,0.175,0.8680555555555556,0.9496527777777778,0.9652777777777778,0.9756944444444444,0.6621831350232799,3.42317252823129e-05
21,0.6232864017563029,nan,0.6232864017563029,nan,0.6232864017563029,1.0235668883973623,0.6614253946395314,0.6347828660077188,0.5454600440939567,0.5165145827324858,1.0153277982565976,0.5417038119372188,0.46694003075345974,nan,0.46694003075345974,nan,0.46694003075345974,0.25,0.25806451612903225,0.2413793103448276,0.5116279069767442,0.48484848484848486,0.3,0.18604651162790697,0.8470066518847007,0.9312638580931264,0.9578713968957872,0.9645232815964523,0.6952922917744438,3.4053156298718584e-05
22,0.5455371489084024,nan,0.5455371489084024,nan,0.5455371489084024,0.40850800526753134,0.8735137680883815,0.6974587550223273,0.7100512808963884,0.44288076404211657,0.5221251883091881,0.6183720306416606,0.47540983606557374,nan,0.47540983606557374,nan,0.47540983606557374,0.4878048780487805,0.2,0.2857142857142857,0.5714285714285714,0.5,0.14285714285714285,0.21739130434782608,0.8110687022900763,0.9293893129770993,0.950381679389313,0.9713740458015268,0.7284014485256078,3.3856514018875575e-05
23,0.5633937888526698,nan,0.5633937888526698,nan,0.5633937888526698,0.439942795651414,0.7379704319594546,0.4006599783389632,0.5431254855665438,0.5399158758932027,0.5504983170986609,0.6199898466377269,0.49774236387782206,nan,0.49774236387782206,nan,0.49774236387782206,0.3076923076923077,0.3333333333333333,0.25,0.6060606060606061,0.3611111111111111,0.35294117647058826,0.21621621621621623,0.8696808510638298,0.9707446808510638,0.9893617021276596,0.9920212765957447,0.7615106052767718,3.3642013468229794e-05
24,0.5656006745151348,nan,0.5656006745151348,nan,0.5656006745151348,0.596564643953988,0.4695784514745634,0.590715769987358,0.5277954090824446,0.5529538957790772,0.39533140708048975,0.8048202102278674,0.4993852962871896,nan,0.4993852962871896,nan,0.4993852962871896,0.2682926829268293,0.4067796610169492,0.36666666666666664,0.5813953488372093,0.6551724137931034,0.46153846153846156,0.1951219512195122,0.823045267489712,0.9362139917695473,0.9650205761316872,0.98559670781893,0.7946197620279358,3.340988919998411e-05
25,0.5443848777008883,nan,0.5443848777008883,nan,0.5443848777008883,0.43321673948805245,0.5330193848626086,0.4659095794366213,0.27885408198203204,0.7727236043276158,0.4630734102901211,0.6897172844857348,0.4890817469204927,nan,0.4890817469204927,nan,0.4890817469204927,0.23529411764705882,0.3548387096774194,0.375,0.5555555555555556,0.37209302325581395,0.38461538461538464,0.07142857142857142,0.8842832469775475,0.9654576856649395,0.9706390328151986,0.9810017271157168,0.8277289187790998,3.316039503861784e-05
26,0.5622944332422946,nan,0.5622944332422946,nan,0.5622944332422946,0.7008493738908428,0.6253155108078001,0.6579535078190545,1.3863627272016117,0.48260279866611827,0.6172130457786231,0.6884787910664241,0.46292585170340683,nan,0.46292585170340683,nan,0.46292585170340683,0.27906976744186046,0.45454545454545453,0.2222222222222222,0.5405405405405406,0.38095238095238093,0.3333333333333333,0.125,0.8335467349551856,0.9308578745198464,0.9539052496798975,0.9731113956466069,0.8608380755302638,3.2893803802333394e-05
27,0.5575012975072493,nan,0.5575012975072493,nan,0.5575012975072493,0.7347935461005346,0.8876232677220184,0.4812097967188078,0.36270362946999335,0.4974944383141543,0.5330747653995146,0.9004408372551435,0.48700595560368165,nan,0.48700595560368165,nan,0.48700595560368165,0.43902439024390244,0.14285714285714285,0.4,0.48717948717948717,0.5217391304347826,0.325,0.15151515151515152,0.8660194174757282,0.9533980582524272,0.9631067961165048,0.9786407766990292,0.8939472322814278,3.26104070047336e-05
28,0.5283437502332223,nan,0.5283437502332223,nan,0.5283437502332223,0.6571841413245653,0.6658685970121656,0.5764059070339324,0.5220257456654848,0.6948475680857359,0.534031964020913,0.8107270473143362,0.46434273549760513,nan,0.46434273549760513,nan,0.46434273549760513,0.2702702702702703,0.1891891891891892,0.3442622950819672,0.5581395348837209,0.3488372093023256,0.3870967741935484,0.20754716981132076,0.8529769137302552,0.9331713244228432,0.9538274605103281,0.9732685297691372,0.9270563890325918,3.231051453605584e-05
29,0.5584847827682743,nan,0.5584847827682743,nan,0.5584847827682743,0.5829475924228128,0.970984322643987,0.5672133633634077,0.44157951606333523,0.4443281212415387,0.45222318955299246,0.43908339459342377,0.5019888623707239,nan,0.5019888623707239,nan,0.5019888623707239,0.3783783783783784,0.17857142857142858,0.3448275862068966,0.6222222222222222,0.5945945945945946,0.3548387096774194,0.4186046511627907,0.8670212765957447,0.9468085106382979,0.9627659574468085,0.976063829787234,0.9601655457837558,3.199445432431165e-05
30,0.5075780586209246,nan,0.5075780586209246,nan,0.5075780586209246,0.5337069533800457,0.7425084351208173,0.5239168228177796,0.5302066774622857,0.465034490508571,0.5804903248189245,0.6831432134390001,0.5284702177906061,nan,0.5284702177906061,nan,0.5284702177906061,0.42105263157894735,0.125,0.44680851063829785,0.5681818181818182,0.4722222222222222,0.2894736842105263,0.1951219512195122,0.8684971098265896,0.9407514450867052,0.9653179190751445,0.9754335260115607,0.9932747025349198,3.1662571976702204e-05
31,0.5288409340586387,nan,0.5288409340586387,nan,0.5288409340586387,0.4635265350053391,0.30441687915294147,0.5693361126973395,0.42915196009542084,0.61527215333686,0.5184101449501526,0.6910812196462754,0.5026919807310853,nan,0.5026919807310853,nan,0.5026919807310853,0.3888888888888889,0.4,0.16666666666666666,0.6666666666666666,0.45161290322580644,0.34210526315789475,0.20454545454545456,0.843501326259947,0.9549071618037135,0.9655172413793104,0.9787798408488063,1.0263838592860839,3.131523040170198e-05
32,0.48872963846211864,nan,0.48872963846211864,nan,0.48872963846211864,0.697045419297222,0.8116425075074375,0.6568843353326604,0.8423060504772476,0.36930678839126796,0.5334380784616263,0.7232936979154381,0.5054197126291908,nan,0.5054197126291908,nan,0.5054197126291908,0.2391304347826087,0.2692307692307692,0.2413793103448276,0.5128205128205128,0.3448275862068966,0.3076923076923077,0.1694915254237288,0.8256658595641646,0.927360774818402,0.9418886198547215,0.9636803874092009,1.0594930160372478,3.095280941222361e-05
33,0.4773148556833929,nan,0.4773148556833929,nan,0.4773148556833929,0.4717145137562317,0.6248182733853659,0.4130050034945821,0.2854844004486323,0.6080735175690729,0.5397726826319147,0.8117439222858225,0.5040522875816994,nan,0.5040522875816994,nan,0.5040522875816994,0.46153846153846156,0.2857142857142857,0.36,0.6486486486486487,0.41935483870967744,0.4864864864864865,0.18604651162790697,0.8916256157635468,0.9688013136288999,0.9753694581280788,0.9786535303776683,1.0926021727884119,3.0575705310298085e-05
34,0.5055605379337534,nan,0.5055605379337534,nan,0.5055605379337534,0.7424829074641252,0.7364811094154914,0.5008091404856387,0.423828943832875,0.524982214721987,0.569179752827896,0.38809868014804355,0.4977800992426221,nan,0.4977800992426221,nan,0.4977800992426221,0.17647058823529413,0.32142857142857145,0.2926829268292683,0.631578947368421,0.375,0.2727272727272727,0.3148148148148148,0.875993640699523,0.9507154213036566,0.9666136724960255,0.9809220985691574,1.1257113295395758,3.0184330453724278e-05
35,0.4967409935463778,nan,0.4967409935463778,nan,0.4967409935463778,0.7232135754688459,0.5819363061197916,0.5062108509340142,1.2355026696119638,0.3984640040108057,0.4497992130681109,0.3828416193411127,0.5196693272519954,nan,0.5196693272519954,nan,0.5196693272519954,0.34285714285714286,0.34285714285714286,0.36363636363636365,0.6428571428571429,0.5882352941176471,0.42424242424242425,0.35714285714285715,0.8646288209606987,0.9563318777292577,0.9672489082969432,0.9781659388646288,1.1588204862907399,2.9779112805161734e-05
36,0.49249169650088803,nan,0.49249169650088803,nan,0.49249169650088803,0.4079873957399371,0.6917136173884748,0.44224624224595177,0.7992848542290516,0.45994479864080834,0.4073718086127009,0.5610440305089537,0.5209817893903405,nan,0.5209817893903405,nan,0.5209817893903405,0.3888888888888889,0.23684210526315788,0.4634146341463415,0.4791666666666667,0.4883720930232558,0.42424242424242425,0.3191489361702128,0.878839590443686,0.9607508532423208,0.9726962457337884,0.9778156996587031,1.1919296430419037,2.9360495464159826e-05
37,0.47852290166780004,nan,0.47852290166780004,nan,0.47852290166780004,0.41382771250304334,0.6701041640494677,0.582573226302985,0.4687290155947361,0.6396666535393021,0.39027094141252944,0.5639335774199017,0.516541562413122,nan,0.516541562413122,nan,0.516541562413122,0.2727272727272727,0.42857142857142855,0.34615384615384615,0.5192307692307693,0.6052631578947368,0.4482758620689655,0.22857142857142856,0.8333333333333334,0.9388888888888889,0.9694444444444444,0.9805555555555555,1.2250387997930678,2.8928936182634844e-05
38,0.5363763434230401,nan,0.5363763434230401,nan,0.5363763434230401,0.6771076662768293,0.6183979602968003,0.5296017659894587,0.6592502207575135,0.4411868692733206,0.5438564925330343,0.6571834151497269,0.5250308261405672,nan,0.5250308261405672,nan,0.5250308261405672,0.30303030303030304,0.24444444444444444,0.36585365853658536,0.6,0.42424242424242425,0.41935483870967744,0.16666666666666666,0.8625,0.9553571428571429,0.9714285714285714,0.9767857142857143,1.2581479565442317,2.8484906864325056e-05
39,0.4970545097134534,nan,0.4970545097134534,nan,0.4970545097134534,0.6677392043528103,0.7807971522797909,0.5801470420774052,0.6079478622788664,0.47460737290197946,0.45108081049815774,0.749156874570918,0.48749032757286564,nan,0.48749032757286564,nan,0.48749032757286564,0.24489795918367346,0.21428571428571427,0.34210526315789475,0.5434782608695652,0.48717948717948717,0.30952380952380953,0.1568627450980392,0.821247892074199,0.9409780775716695,0.96964586846543,0.9797639123102867,1.2912571132953958,2.8028893048770862e-05
40,0.47998759949789355,nan,0.47998759949789355,nan,0.47998759949789355,0.5510039609516294,0.40498778606323815,0.41581633833917103,0.29044161442538613,0.6846055725703563,0.3444177056552017,0.49770570591850694,0.5279535864978903,nan,0.5279535864978903,nan,0.5279535864978903,0.2926829268292683,0.5116279069767442,0.4883720930232558,0.6666666666666666,0.3488372093023256,0.4666666666666667,0.3333333333333333,0.8848684210526315,0.9572368421052632,0.9720394736842105,0.9835526315789473,1.3243662700465597,2.7561393380384435e-05
41,0.527808693408704,nan,0.527808693408704,nan,0.527808693408704,0.5088873948594651,0.5075243370106507,0.4490813047599191,0.5469382159515487,0.527794536506015,0.30439898340640537,0.6263613931959618,0.507150153217569,nan,0.507150153217569,nan,0.507150153217569,0.3548387096774194,0.425531914893617,0.46875,0.5531914893617021,0.3783783783783784,0.5306122448979592,0.2564102564102564,0.8910411622276029,0.9588377723970944,0.9709443099273608,0.9878934624697336,1.3574754267977238,2.7082919063189413e-05
42,0.4873753408333635,nan,0.4873753408333635,nan,0.4873753408333635,0.5261240630071949,0.8491696122752611,0.575909065192874,0.388350962600789,0.3713127202220546,0.508231724363291,0.5695539755863799,0.5170120235354311,nan,0.5170120235354311,nan,0.5170120235354311,0.3333333333333333,0.28,0.21428571428571427,0.6764705882352942,0.5384615384615384,0.23529411764705882,0.3783783783783784,0.8632010943912448,0.9302325581395349,0.9534883720930233,0.9671682626538988,1.3905845835488877,2.6593993301826734e-05
43,0.5472903661659237,nan,0.5472903661659237,nan,0.5472903661659237,0.4545613838842205,0.9098306232183185,0.45424299478076363,0.780180465932051,0.3655874887045884,0.5020133550125888,0.6117323131247239,0.4687922183193731,nan,0.4687922183193731,nan,0.4687922183193731,0.2702702702702703,0.17647058823529413,0.35135135135135137,0.5,0.6176470588235294,0.1935483870967742,0.21568627450980393,0.8822525597269625,0.9573378839590444,0.9692832764505119,0.9812286689419796,1.4236937403000518,2.609515072943813e-05
44,0.43099668515486433,nan,0.43099668515486433,nan,0.43099668515486433,0.3138467171699291,0.5691763107423429,0.3861037940540407,0.36857234570248854,0.7127654570607727,0.35558290338282866,0.6125471111216981,0.5409749670619236,nan,0.5409749670619236,nan,0.5409749670619236,0.4838709677419355,0.2631578947368421,0.38095238095238093,0.6346153846153846,0.47058823529411764,0.4444444444444444,0.16326530612244897,0.8980582524271845,0.9644012944983819,0.9789644012944984,0.9854368932038835,1.4568028970512157,2.558693682305257e-05
45,0.47431343359186673,nan,0.47431343359186673,nan,0.47431343359186673,0.26403863159035423,0.9233478957750987,0.6276176294616351,0.5235049717134329,0.4649667953386201,0.43503667342610236,0.6102410498435675,0.5267070484581498,nan,0.5267070484581498,nan,0.5267070484581498,0.6666666666666666,0.26666666666666666,0.29411764705882354,0.5714285714285714,0.375,0.40540540540540543,0.1875,0.8269230769230769,0.9423076923076923,0.9615384615384616,0.9730769230769231,1.4899120538023798,2.506990730711516e-05
46,0.49286141867119504,nan,0.49286141867119504,nan,0.49286141867119504,0.5218894798806646,0.7265416080080304,0.45836204392229757,0.6863868066058026,0.3234793805426225,0.328830457870255,0.6811035091319884,0.5127986348122867,nan,0.5127986348122867,nan,0.5127986348122867,0.4166666666666667,0.2391304347826087,0.3870967741935484,0.5428571428571428,0.6153846153846154,0.23809523809523808,0.23076923076923078,0.8882113821138211,0.9532520325203252,0.9634146341463414,0.9715447154471545,1.5230212105535437,2.4544627545810643e-05
47,0.46762854068702403,nan,0.46762854068702403,nan,0.46762854068702403,0.4570009884326605,0.8171961790561981,0.4904567050985017,0.41349720852728844,0.49357131823668626,0.4703135316512245,0.4617133450666119,0.5139650221874185,nan,0.5139650221874185,nan,0.5139650221874185,0.4222222222222222,0.16666666666666666,0.2978723404255319,0.5428571428571428,0.5384615384615384,0.3170731707317073,0.225,0.8771466314398944,0.9484808454425363,0.9709379128137384,0.9828269484808454,1.5561303673047078,2.4011671924845907e-05
48,0.49907785508833263,nan,0.49907785508833263,nan,0.49907785508833263,0.9001915046658456,0.3758530882930585,0.5745889500054104,0.6218198300216934,0.22174153200915986,0.40629316900716517,0.3597694703587269,0.5722610722610723,nan,0.5722610722610723,nan,0.5722610722610723,0.36,0.5428571428571428,0.25,0.5428571428571428,0.6923076923076923,0.4583333333333333,0.3888888888888889,0.8432432432432433,0.9477477477477477,0.9693693693693693,0.9891891891891892,1.5892395240558717,2.347162322336771e-05
49,0.4855522849461106,nan,0.4855522849461106,nan,0.4855522849461106,0.5412756946327082,0.5627829179232162,0.5639898962100844,0.3735767842815376,0.7276462336275499,0.3815988461715416,0.4526449704335234,0.5145925110132159,nan,0.5145925110132159,nan,0.5145925110132159,0.1568627450980392,0.24,0.41025641025641024,0.5952380952380952,0.47058823529411764,0.5416666666666666,0.3157894736842105,0.8720173535791758,0.9457700650759219,0.9587852494577006,0.9783080260303688,1.6223486808070358,2.2925071976702205e-05
50,0.4915748395064822,nan,0.4915748395064822,nan,0.4915748395064822,0.511434247948287,0.39537896971739367,0.41351093684585355,0.5900441731731197,0.33083567257370267,0.3865365836075804,0.7209270999156734,0.5342312008978676,nan,0.5342312008978676,nan,0.5342312008978676,0.32,0.4358974358974359,0.6363636363636364,0.6388888888888888,0.5128205128205128,0.4375,0.11363636363636363,0.9061488673139159,0.9611650485436893,0.9676375404530745,0.9805825242718447,1.6554578375581996,2.237261583061323e-05
51,0.44994513479582593,nan,0.44994513479582593,nan,0.44994513479582593,0.46034679222777647,0.2697423125468905,0.3486561628596723,0.4217407912485416,0.22419108166948445,0.35987082660148023,0.49598444307927375,0.5214925373134328,nan,0.5214925373134328,nan,0.5214925373134328,0.27586206896551724,0.5576923076923077,0.3333333333333333,0.5897435897435898,0.6363636363636364,0.5,0.21951219512195122,0.9051724137931034,0.9689655172413794,0.9741379310344828,0.9844827586206897,1.6885669943093637,2.1814858887785466e-05
52,0.4823800919918326,nan,0.4823800919918326,nan,0.4823800919918326,0.5396755011160664,0.8721653870830967,0.5444446702981965,0.549715087092358,0.3077467055067106,0.22638394910062987,0.49535206241645535,0.533802055164954,nan,0.533802055164954,nan,0.533802055164954,0.4,0.19047619047619047,0.3469387755102041,0.5283018867924528,0.7083333333333334,0.6666666666666666,0.29545454545454547,0.8676880222841226,0.9456824512534819,0.9623955431754875,0.9763231197771588,1.7216761510605276,2.1252411047246976e-05
53,0.48574242479064766,nan,0.48574242479064766,nan,0.48574242479064766,0.49005846311380596,0.43893605365797317,0.48511885573540026,0.39221732938875964,0.35800532195366186,0.337820794955054,0.5099517183339687,0.5295958279009126,nan,0.5295958279009126,nan,0.5295958279009126,0.3611111111111111,0.28,0.5161290322580645,0.6923076923076923,0.47368421052631576,0.5641025641025641,0.2564102564102564,0.8702928870292888,0.9497907949790795,0.9602510460251046,0.9748953974895398,1.7547853078116917,2.0685887337453622e-05
54,0.4713905603129042,nan,0.4713905603129042,nan,0.4713905603129042,0.6730918828260015,0.5914371638429142,0.7932565864854074,0.518850942432059,0.4044355160908567,0.3924190575120166,0.6452854725060675,0.5445040972025996,nan,0.5445040972025996,nan,0.5445040972025996,0.4,0.3125,0.225,0.5510204081632653,0.6451612903225806,0.42857142857142855,0.10526315789473684,0.8165680473372781,0.9142011834319527,0.9334319526627219,0.9585798816568047,1.7878944645628556,2.0115907243764438e-05
55,0.4677872185885379,nan,0.4677872185885379,nan,0.4677872185885379,0.3082570486987139,0.5232998353643477,0.5726646947923131,0.5549591423397021,0.2673300793883369,0.4566231777891517,0.6431130793385618,0.5373904074265085,nan,0.5373904074265085,nan,0.5373904074265085,0.5428571428571428,0.3684210526315789,0.24,0.5333333333333333,0.6808510638297872,0.5161290322580645,0.2222222222222222,0.8403141361256544,0.9528795811518325,0.9581151832460733,0.9685863874345549,1.8210036213140197,1.954309403104352e-05
