iter_num,completion_cross_entropy,context_cross_entropy,cross_entropy,detached_cross_entropy,full_cross_entropy,inproject_cross_entropy,infile_cross_entropy,commited_cross_entropy,common_cross_entropy,non_informative_cross_entropy,random_cross_entropy,completion_exact_match,inproject_top_1_accuracy,inproject_top_3_accuracy,inproject_top_5_accuracy,inproject_top_10_accuracy,epoch,learning_rate
1,0.6411413093989135,0.652179829923949,0.6492554699070757,nan,0.6492554699070757,0.38560603983796904,0.37684511596521136,0.36662951401337607,0.4970271766411268,0.9721517310618057,0.5160806223972905,0.3766296709155237,0.8970138320334382,0.9617787736458827,0.9735855560822165,0.9837979919851769,0.005220654213231096,7e-07
2,0.5784695057948936,0.6325060098679183,0.6176397006493063,nan,0.6176397006493063,0.39799722014888733,0.33066385382135477,0.3025358429595363,0.3795227196973513,0.8639946872103236,0.43312362004253174,0.43514139561818355,0.8974049487024743,0.9603500301750151,0.971977469322068,0.9825186079259707,0.010441308426462192,1.4e-06
3,0.6680811449782955,0.637792399973456,0.64552094694227,nan,0.64552094694227,0.39479246423301384,0.3725397952098282,0.5474455048597671,0.48462139737968973,1.064338528521677,0.4906756352903902,0.3834684123025769,0.8957926470867067,0.9606757551051365,0.9728105269145446,0.9837128609620599,0.015661962639693286,2.1e-06
4,0.6629394837694902,0.6344337585863244,0.6430876967497172,nan,0.6430876967497172,0.3926941061291517,0.3411948319310828,0.37477232412510797,0.48244807064681894,1.144612228965383,0.4303379229635901,0.40062965590634975,0.8968477557391403,0.9603494879506606,0.972836639128945,0.9827159553812769,0.020882616852924384,2.8e-06
5,0.6144843717100632,0.6244988791348751,0.6219313084147878,nan,0.6219313084147878,0.42555671812403045,0.34617348502839357,0.39458714849584753,0.3679912993007418,0.923960222286863,0.4493641957769559,0.41622809258596905,0.8873687149638093,0.9572370540604395,0.9707682725144441,0.9818724628965398,0.026103271066155478,3.4999999999999995e-06
6,0.5702272142493088,0.632562455828631,0.6149118375033145,nan,0.6149118375033145,0.34964005946834664,0.3040664705555857,0.29155228807827743,0.4315861592245377,0.9178089795611094,0.48745486834011237,0.40381357982867927,0.9083772527918034,0.9679541517709063,0.978163122397081,0.9870084399071242,0.03132392527938657,4.2e-06
7,0.6127247755026284,0.632100373850689,0.6269414948765193,nan,0.6269414948765193,0.393792741984876,0.3876792943944497,0.484331327741995,0.4125638900591661,0.9326686534723403,0.48885850474084774,0.36835948922896966,0.8977882105348362,0.9620778274682802,0.9738146791589939,0.9837910030961006,0.03654457949261767,4.9e-06
8,0.6163554190254112,0.6113547109620912,0.6127171914558867,nan,0.6127171914558867,0.42665777986841597,0.3948235174172358,0.3344774992107713,0.5107779912457343,1.054881419741335,0.4344927234973914,0.3902785673678226,0.8888450762685483,0.9566670125557746,0.9690360070561378,0.9807824011621874,0.04176523370584877,5.6e-06
9,0.579548961867161,0.6501068563488267,0.6326915203108701,nan,0.6326915203108701,0.41267577385214943,0.35525638442549373,0.5140092330303867,0.48447520902064745,0.8399826766498337,0.4466633406830747,0.4165174129353234,0.8896622523354891,0.9604558053587927,0.9729801868391336,0.9835540498922082,0.04698588791907986,6.299999999999999e-06
10,0.6274198517285092,0.637046265745431,0.634319063741714,nan,0.634319063741714,0.33971139090541114,0.3288966719113155,0.2801033102418838,0.4185413844050934,0.9636825070046778,0.5296926542490187,0.3950150369087761,0.9092469018112488,0.9689439678000212,0.9796843554708188,0.987204745260036,0.052206542132310955,6.999999999999999e-06
