iter_num,completion_cross_entropy,context_cross_entropy,cross_entropy,detached_cross_entropy,full_cross_entropy,inproject_cross_entropy,infile_cross_entropy,commited_cross_entropy,common_cross_entropy,non_informative_cross_entropy,random_cross_entropy,completion_exact_match,inproject_top_1_accuracy,inproject_top_3_accuracy,inproject_top_5_accuracy,inproject_top_10_accuracy,epoch,learning_rate
12,0.5866615698397287,0.6473257559337549,0.6305251091253018,nan,0.6305251091253018,0.4689520137860766,0.3676652369420177,0.24986757205959836,0.48258313277071074,0.8937719060206475,0.45772546766618855,0.40122219995992786,0.8797834099285616,0.9515174955635437,0.9657369067661646,0.9777949674659872,0.06264785055877314,8.4e-06
13,0.6403588666238169,0.6918302179214793,0.6770228571258486,nan,0.6770228571258486,0.47737691475177263,0.4070272714643801,0.35436441924737366,0.5151816867891024,1.041088789762361,0.4582719537667424,0.3810856432125089,0.8762349191896198,0.9496016389710904,0.9651946278169815,0.9788527202367403,0.06786850477200425,9.1e-06
14,0.5350286968070027,0.6117228235874158,0.5910523107741034,nan,0.5910523107741034,0.35772699517879164,0.312750907685799,0.37624936831767364,0.357107637058195,0.8607254746817153,0.45883307643292576,0.4507993061741128,0.9045184793466126,0.9659008559061442,0.9766143721722781,0.9854280510018215,0.07308915898523534,9.8e-06
15,0.5287714861737923,0.6517031066144424,0.6181608659680938,nan,0.6181608659680938,0.36538907032269674,0.2926875625357538,0.3455190340949867,0.37104235332698776,0.8109517682786741,0.3984859404570188,0.4335719968178202,0.9023879833515475,0.964494152114772,0.9752830934499035,0.9855139860952868,0.07830981319846643,1.05e-05
16,0.49519220192049684,0.6584103074766947,0.6168581573292616,nan,0.6168581573292616,0.3290141252605783,0.2862216433356559,0.3188099544565934,0.5053044156016856,0.8541096038341341,0.39370947011702495,0.44970592670788717,0.9115908039902226,0.9697595296293849,0.9798341811455374,0.9872993327607849,0.08353046741169753,1.12e-05
17,0.5190055541733132,0.6209939845384321,0.5929697664269492,nan,0.5929697664269492,0.3774297925677611,0.3351528969668939,0.2938657840950894,0.4802263431667507,0.8887045068002982,0.3799251496064805,0.4321087786259542,0.9037920598184084,0.9626312978458251,0.9737582339327043,0.9826953889976856,0.08875112162492862,1.1899999999999998e-05
18,0.5769960101388447,0.6162769156653954,0.6062327434774492,nan,0.6062327434774492,0.38228191105816317,0.3731733655682584,0.4241458710243399,0.5478665767510952,0.9095441736447313,0.44706392947556167,0.3952224217035707,0.8986969157213837,0.9633261460579357,0.9752695228274116,0.9848879722508671,0.09397177583815972,1.2599999999999998e-05
19,0.5684884633829302,0.6188029994414161,0.6056153527460997,nan,0.6056153527460997,0.4489669023743077,0.3081498239230912,0.37488785920748124,0.49143023347035386,0.9539644767259777,0.39428332631942353,0.4221753628874068,0.8821382751247328,0.9549536707056308,0.9674982181040627,0.9795295794725588,0.09919243005139082,1.3299999999999998e-05
20,0.6436296370996848,0.6524992134533363,0.6501296190544967,nan,0.6501296190544967,0.38578015472063554,0.3538256576204729,0.3895354424167567,0.43809914968653196,0.8537653842426609,0.6292343915238026,0.42071485454630625,0.8967318210346992,0.9614453510266296,0.9746704922442392,0.9850712812696135,0.10441308426462191,1.3999999999999998e-05
21,0.5813628607720075,0.6720612880177577,0.6491764944512403,nan,0.6491764944512403,0.40467365052998094,0.35596376547227915,0.2751226814311962,0.4549883513389239,0.9016814037528229,0.42081665625491343,0.4242604135747502,0.8929401916100828,0.9603060180448331,0.9731187796484048,0.9832341177564877,0.109633738477853,1.47e-05
22,0.5654214349526717,0.6014740541754612,0.591619795421139,nan,0.591619795421139,0.29786962514047416,0.2902632625411219,0.42873161629954604,0.37966091927970946,0.9903241683866435,0.4577861324207103,0.4425308873081243,0.9213568549812629,0.9721240189493036,0.9808385773881072,0.9883688043555116,0.1148543926910841,1.5399999999999998e-05
23,0.5616333492690367,0.6454082856647824,0.6243720687652745,nan,0.6243720687652745,0.44726506990657666,0.35355062573551277,0.32549950678621625,0.4102732479549537,0.852535339838446,0.4196748722353764,0.4065067548938517,0.8849292256452956,0.9546330438919948,0.9684786487450934,0.9794932794100155,0.1200750469043152,1.61e-05
24,0.5806812975194989,0.643299593588996,0.6260499632917347,nan,0.6260499632917347,0.39066590430356113,0.32178932162425883,0.371765157585963,0.4184867660229406,0.971100428685625,0.4267250545511161,0.41255884181543656,0.8962553152576471,0.9630332403639522,0.9753097709295414,0.9843628549220429,0.1252957011175463,1.68e-05
25,0.5517496391317558,0.6316135217570571,0.6119147509037743,nan,0.6119147509037743,0.4395889440741402,0.2957613035212234,0.31709616758189263,0.411490422054283,0.8648468382299065,0.40262176054143284,0.4200743494423792,0.880620781443103,0.949068352504991,0.9639937256393193,0.9806065215324651,0.13051635533077738,1.75e-05
26,0.5971801808533378,0.6115298080188902,0.607956604100764,nan,0.607956604100764,0.40461875148836274,0.3726261361361502,0.3543590742159273,0.343401625265557,0.8877659894930604,0.48557579216606195,0.3893881260096931,0.8936469468126542,0.9600986713982775,0.9729086424027351,0.9834898515601332,0.1357370095440085,1.82e-05
27,0.5570823957591402,0.6552256741141637,0.627664708296388,nan,0.627664708296388,0.40862204980879274,0.38253428462263234,0.26064136589142367,0.4757987871222409,0.8984261093170434,0.4266272133162065,0.40546613472738113,0.8912823964994951,0.961334567485695,0.9735779198922921,0.9842014473241333,0.1409576637572396,1.89e-05
28,0.5574897185038126,0.6301577386004461,0.6117659136652948,nan,0.6117659136652948,0.38873452913538115,0.32811053588500133,0.2705190763010056,0.30080403597356375,0.8725541479696632,0.3993752439803521,0.42906884202148826,0.8957839061445705,0.9643035935833533,0.975926691770237,0.9858955662451299,0.14617831797047068,1.96e-05
29,0.5330962740268881,0.6132750244107062,0.5916691029145519,nan,0.5916691029145519,0.35066011327747426,0.3382273587004923,0.4268395208140197,0.42513562403219685,0.8630074249791875,0.4087643928122649,0.4344800355362519,0.9075571989831291,0.9653695045421414,0.9766937476667081,0.9849247124495565,0.15139897218370177,2.0299999999999995e-05
30,0.5085843281034522,0.6275640269598457,0.5943172504194086,nan,0.5943172504194086,0.36044196639287224,0.3053875228505893,0.331498776279141,0.6116683829879788,0.8218803257364762,0.3648143186112948,0.4258509521667416,0.9051848339503583,0.9665894625499243,0.9769481881348823,0.9860120730217204,0.15661962639693286,2.1e-05
31,0.505878464728999,0.632192253810473,0.5964109887552661,nan,0.5964109887552661,0.39056537918913636,0.3908946598755069,0.32677242613885804,0.38678553366382273,0.7585773616555133,0.4053716222547986,0.4512222074879547,0.8961692955814637,0.9616733614186342,0.974742823552464,0.9849319094738904,0.16184028061016395,2.1699999999999996e-05
32,0.6565254158009376,0.5819271521442352,0.6020351371262226,nan,0.6020351371262226,0.4427237737826196,0.376220484914115,0.3893907831378072,0.5984947433085207,0.9231809611691683,0.5859800465816252,0.418522242972753,0.8760049937578027,0.9493383270911361,0.9648439450686642,0.9842446941323346,0.16706093482339507,2.24e-05
33,0.5799976810805753,0.6012266883738502,0.5949403983540833,nan,0.5949403983540833,0.37812713460690317,0.3281261447170372,0.4277184744109515,0.4027250849913791,0.8994018122689383,0.4251817201490838,0.4073548918263733,0.8986290166368939,0.9619912618642791,0.9748617179260918,0.9853646987925877,0.17228158903662616,2.31e-05
34,0.5680668104032864,0.6484362509760474,0.625977824442089,nan,0.625977824442089,0.4286250953261537,0.3342936328004647,0.38878554262437603,0.42419832851493305,0.9329135623100485,0.39684601722180435,0.4033510613263049,0.8911257493893864,0.9582192287765524,0.9700984383095256,0.9802198208866849,0.17750224324985725,2.3799999999999996e-05
35,0.5707935783515268,0.5898375925381154,0.584256768226624,nan,0.584256768226624,0.3564190020985493,0.3992426305295931,0.4404745470493609,0.5188479917670059,0.8634595613092001,0.48042202069619017,0.3875772664835165,0.9029256749489083,0.9661539564734144,0.9779857301638522,0.9870388297300204,0.18272289746308834,2.45e-05
36,0.5488971859338384,0.6091195145550102,0.5915801494847988,nan,0.5915801494847988,0.37398447778356836,0.3086393758158232,0.34850761419281384,0.4918847992603539,0.8687750690024474,0.41843494045000373,0.4268048574351675,0.9018858467514567,0.9633690453814506,0.9749180293632396,0.9838355992732285,0.18794355167631943,2.5199999999999996e-05
37,0.6571804211970056,0.6002665354657574,0.6159924585372213,nan,0.6159924585372213,0.3593531802192816,0.29446255110316766,0.35765760300509564,0.37599919021432976,0.9990078430983341,0.6224717717612676,0.39782587966053207,0.9034300467174822,0.9659863945578231,0.9762724366855176,0.9851856405212688,0.19316420588955052,2.59e-05
38,0.6951130647972603,0.6180811955656891,0.6379910029936582,nan,0.6379910029936582,0.4564712994793637,0.3523160572101969,0.4088599908696588,0.4280169628220365,0.9165742397423858,0.6855182276134385,0.3905693044098177,0.8790695523492416,0.9475351461339253,0.961015538290788,0.976808176100629,0.19838486010278164,2.6599999999999996e-05
39,0.49446481296537187,0.5798406164585251,0.5570685447892177,nan,0.5570685447892177,0.3418170802011727,0.3483888371168159,0.30795176617104264,0.42758095211987684,0.8260486630954209,0.3758623496789664,0.44634087041089227,0.9100337214481135,0.966851180250684,0.9774925240185786,0.9864000763504486,0.20360551431601273,2.73e-05
40,0.5757648354855661,0.6276700079110521,0.6147502567010196,nan,0.6147502567010196,0.3691034041905139,0.3468511032373033,0.4840646057684159,0.33514921695461075,0.8783603733738157,0.4150539062638412,0.42762502490535964,0.9029010989010989,0.9635604395604396,0.9747472527472527,0.9848351648351649,0.20882616852924382,2.7999999999999996e-05
41,0.627184899433914,0.577491912529998,0.5901526887901132,nan,0.5901526887901132,0.42171973050018846,0.3222943253662969,0.31812266271127576,0.3771791339423879,0.8163647157140813,0.6334046470010197,0.4167132050566076,0.8883026936574709,0.9586538685011737,0.9712041276407837,0.9825458433076906,0.2140468227424749,2.8699999999999996e-05
42,0.5414160198149168,0.6160243922770849,0.5959403540473437,nan,0.5959403540473437,0.37393018858709787,0.3159014852908473,0.2699387232373179,0.4157833862379212,0.9066981484703421,0.38757944710672687,0.42855102817974106,0.899294089731675,0.9646649397900066,0.976884899056809,0.9854863266960631,0.219267476955706,2.94e-05
43,0.4988547901543835,0.5874380278177505,0.5627025777939713,nan,0.5627025777939713,0.32748320064529046,0.28618187449062427,0.2844062621958573,0.4256676500663161,0.7732840446870264,0.40740568836513597,0.4692547848513642,0.9106891040706966,0.9687317852778039,0.9797311271975181,0.9881169502679327,0.2244881311689371,3.0099999999999996e-05
44,0.6099238695874803,0.6255328333281825,0.6217056172899906,nan,0.6217056172899906,0.36715108395923024,0.3305830474551977,0.41081097315611736,0.5894331373404901,0.9683764716499451,0.45703089485036075,0.4049726300711107,0.9009890288061395,0.965167810625304,0.9769226611900773,0.9866508133816138,0.2297087853821682,3.0799999999999996e-05
45,0.5405297626310287,0.6031298949301623,0.5880989548750225,nan,0.5880989548750225,0.3689421135206181,0.3175207835781965,0.35427954291822955,0.4334984956668815,0.8217200806887647,0.41042945872702635,0.4360840984408106,0.9011849614823535,0.9647838660967932,0.9764031428352059,0.9857702249635298,0.2349294395953993,3.149999999999999e-05
46,0.589001564316027,0.6553289301911929,0.6368485679849988,nan,0.6368485679849988,0.3564796116054756,0.3404128336591844,0.42654405491981867,0.4211855017047261,0.9944905115648764,0.4102222887729105,0.3959889155042037,0.90394656952034,0.9663630843958713,0.9776216497527973,0.9869372885766329,0.2401500938086304,3.22e-05
47,0.5028376567383025,0.5575481410237279,0.541914764190836,nan,0.541914764190836,0.34294042375337414,0.3301562146488917,0.3956842509564801,0.33586524290917347,0.7932529426933648,0.4112247215373632,0.4436135624709707,0.9074444542798973,0.9677790563866513,0.9781711958927148,0.9861910241657077,0.24537074802186148,3.289999999999999e-05
48,0.5908347294917526,0.6096253318499333,0.6047541268635543,nan,0.6047541268635543,0.43438988585341154,0.3478537026264711,0.45032405233487166,0.47158977266831725,0.8926916186178376,0.459323058728817,0.42631058358061324,0.8890014765061811,0.9546625749109754,0.9682406415564112,0.9799658377001245,0.2505914022350926,3.36e-05
49,0.568092133160596,0.6198243448553795,0.6057627385016531,nan,0.6057627385016531,0.4845822301339098,0.3443554065653121,0.43423269219825417,0.3993209264400522,0.8943066458317227,0.39607212072964487,0.4095337674064921,0.8764291632145816,0.9497307373653687,0.9641673570836785,0.9762427506213753,0.25581205644832367,3.43e-05
50,0.542793937285323,0.5831123109674301,0.5711229545995595,nan,0.5711229545995595,0.41042038699280514,0.31470607349609026,0.3776691529060222,0.47429030195798727,0.9011638082321912,0.3924316717952036,0.3972640724651077,0.8899432540661593,0.9598413391281243,0.9728985974834412,0.9830711127137461,0.26103271066155476,3.5e-05
51,0.5782360780366849,0.5921842103749544,0.5887224371545021,nan,0.5887224371545021,0.38029921391727833,0.36235515857688855,0.3377178010847469,0.43526866174275514,0.8805111258482081,0.43117253036186,0.41235779371326897,0.8991516389801901,0.962490006218353,0.9745269610020432,0.9854090787954162,0.26625336487478585,3.5e-05
52,0.5443691871012029,0.5888507386085747,0.5768130749929703,nan,0.5768130749929703,0.3998496478200392,0.3361286680501242,0.45956162250358523,0.4503064422705862,0.8371062533065665,0.4280245166889249,0.4147240939719541,0.8936821757354207,0.961396390361538,0.9735114547646845,0.9827939290704129,0.271474019088017,3.499971492418516e-05
53,0.5328693320387289,0.5779759138823741,0.5651704590401452,nan,0.5651704590401452,0.3643737704404409,0.3581378824915734,0.48895184895634275,0.42052255604624295,0.8379470835609003,0.42156519641005935,0.4063983884119142,0.9033503401360544,0.9639625850340136,0.9756292517006803,0.9853231292517007,0.2766946733012481,3.499885970604173e-05
54,0.5494030326543627,0.6108494454644866,0.596242198487744,nan,0.596242198487744,0.38102531006161877,0.29509549617926745,0.43505315188620347,0.349130890335315,0.9034858200350171,0.40364160497643725,0.39927825056554994,0.897489778671113,0.9644366277609009,0.9765651766748132,0.9855188323702062,0.2819153275144792,3.4997434373472653e-05
55,0.5491705123576318,0.5576055276708135,0.5553382665384565,nan,0.5553382665384565,0.3623118152291218,0.3210276506255014,0.31731786272577645,0.23433408423159754,0.8957382087296198,0.42652802653995725,0.4253333984661228,0.9005551622638698,0.9651626364618652,0.9771601028354261,0.986493535526659,0.28713598172771027,3.499543897298183e-05
56,0.5766046426108825,0.5995221253412919,0.5929108988493685,nan,0.5929108988493685,0.41168022321347914,0.30636716667438524,0.44111657722503067,0.41454941577058524,0.9272007970814593,0.428626388683437,0.40376035691523265,0.8931838412151285,0.959868184314691,0.9725762769644515,0.9831821367019564,0.29235663594094136,3.4992873569672606e-05
57,0.5228217728491149,0.5693214085385414,0.5564121236093351,nan,0.5564121236093351,0.3493879902866292,0.2710039034647476,0.4790230008956346,0.4004266112273331,0.7933822247898795,0.39804030659395107,0.4416151809355693,0.9070336990595611,0.9653800940438871,0.9759600313479624,0.9855015673981191,0.29757729015417245,3.498973824724562e-05
58,0.5170944817448213,0.5662457264559705,0.5533756922356338,nan,0.5533756922356338,0.3862996574537364,0.297322486261068,0.37574402162227083,0.3269517504944291,0.7496783500451731,0.4082462440851024,0.45668544947074624,0.896508544490277,0.9606658809664114,0.9732125319190729,0.9850962482812807,0.30279794436740354,3.498603310799612e-05
59,0.6823061809388415,0.6092354370633276,0.6292529234196995,nan,0.6292529234196995,0.32453322904376436,0.37936016362161523,0.3406773680027867,0.42280652040863226,0.8437638838981706,0.7734671305248308,0.43240343347639487,0.9150203398407848,0.9696167545788972,0.9793487358156373,0.9872900325048173,0.30801859858063463,3.4981758272810586e-05
60,0.5688826759894439,0.5855084262373298,0.5806902947369967,nan,0.5806902947369967,0.4219742253065201,0.3214024739475202,0.2697144889901705,0.4256576354339294,0.8496102498081989,0.4562784013895326,0.41449137108663603,0.8879127295891284,0.9589659199490391,0.9725820150759104,0.9834642743391018,0.3132392527938657,3.497691388116277e-05
61,0.5816205335477201,0.5866078648025703,0.585209433687851,nan,0.585209433687851,0.43029435587793663,0.3054813522753131,0.3211178727191917,0.45804572348304523,0.9156751998346956,0.43248064841908684,0.423321554770318,0.8856140350877193,0.9573026315789473,0.9708333333333333,0.9820833333333333,0.3184599070070968,3.497150009110922e-05
62,0.5337733010371088,0.6089649497342455,0.5890593605581675,nan,0.5890593605581675,0.35847269901157386,0.2958744097225244,0.30103631364081856,0.4663974694080355,0.8133359867139749,0.43045935176913075,0.41454139836738835,0.9050057213785613,0.9656135451213126,0.9763581001144276,0.9854735168053373,0.3236805612203279,3.496551707928404e-05
63,0.5230600175534579,0.597908193533029,0.5783194438554349,nan,0.5783194438554349,0.3375677942368022,0.30844095153249174,0.31078013066872606,0.4485328825666447,0.9273420812050764,0.4011768737868642,0.4441155059451589,0.9097234827857446,0.9678304189104697,0.9781569552852908,0.9862043928117625,0.328901215433559,3.495896504089319e-05
64,0.508673268304637,0.54867423575598,0.5385880040703345,nan,0.5385880040703345,0.3543233262553402,0.286464985784512,0.3087977739997923,0.4413204214145899,0.8401247017041511,0.39800264166063776,0.4312646897034555,0.9042045454545454,0.9669642857142857,0.9781331168831169,0.9868344155844155,0.33412186964679014,3.495184418970807e-05
65,0.5535278754327401,0.5862949474714745,0.5769234647741545,nan,0.5769234647741545,0.36834113052417494,0.3873341160633843,0.3451051339684527,0.3966272780639425,0.9364392873912704,0.4155289158535991,0.4261970716264345,0.9010486412987495,0.9660685222192463,0.9766785471476545,0.9853107810214466,0.33934252386002123,3.4944154758058585e-05
66,0.5301835133650892,0.6041288263044416,0.5836685777176174,nan,0.5836685777176174,0.3639724301231065,0.3572450718247836,0.4041295018289516,0.4008331300839983,0.8451127647299813,0.40540956207243395,0.4304597974418715,0.9038350192432137,0.9649705391505738,0.9766867613500902,0.9858485746398283,0.3445631780732523,3.493589699682553e-05
67,0.47346026880042275,0.5657710528324804,0.541376936309835,nan,0.541376936309835,0.31512788089062554,0.293284336011601,0.28370094911448274,0.3899074583180087,0.7770788854284114,0.3614438153504893,0.4420213034479277,0.9153739728324669,0.9699815529096093,0.9799597518027838,0.9877159148079826,0.3497838322864834,3.4927071175432416e-05
68,0.5602859677517865,0.5941092266262622,0.5846268483437601,nan,0.5846268483437601,0.40684978397060834,0.3750918010591932,0.48318055136836585,0.49080954465411614,0.9265302984480281,0.40200293319530295,0.39840878425533893,0.8916591470830554,0.9578445603986033,0.9711444152379458,0.9824826395700106,0.3550044864997145,3.491767758183671e-05
69,0.4786669191339174,0.5549034723874456,0.5329142480622979,nan,0.5329142480622979,0.34100849341163886,0.265097994441475,0.3818100802891123,0.32643255196041526,0.826954558665434,0.34726666244638904,0.4584733769679816,0.9086453565894267,0.9663411294100688,0.9766838444628635,0.9852967674510793,0.3602251407129456,3.490771652252038e-05
70,0.5950864722360164,0.5860962426918309,0.5886833437252794,nan,0.5886833437252794,0.366872232937624,0.3296959207022396,0.4141691966042783,0.5349491847660203,0.8412624525837805,0.552196917527664,0.4095841289060681,0.9022722338808886,0.9642340256169043,0.9759389246689341,0.9852558072219408,0.3654457949261767,3.4897188322479974e-05
71,0.5841764323876326,0.6255762645684125,0.6149935629218819,nan,0.6149935629218819,0.3755680282057209,0.39891248623492814,0.3545553329793142,0.8333192635192677,0.9050103977096905,0.4217871486642701,0.4233977721164893,0.9004037937834538,0.9648981124988262,0.976579960559677,0.985763921494976,0.37066644913940777,3.488609332521591e-05
72,0.5758321981779295,0.5873149839776393,0.5844311998225754,nan,0.5844311998225754,0.39546375894078795,0.3384005523493938,0.44561262149099584,0.3618018044791556,0.8493146084124273,0.4725920568237761,0.42655605782127065,0.8932127917959789,0.9627850492511132,0.9749561462690595,0.9848063689110781,0.37588710335263886,3.487443189272139e-05
73,0.5347256087562169,0.5571195855329708,0.5509376728441571,nan,0.5509376728441571,0.40687570932332023,0.36857462346849185,0.34313641984542564,0.5028428481392828,0.8440237105274602,0.4213583259589487,0.43369620136879333,0.8953103623810887,0.9585759282237282,0.9707613502592981,0.9811650917883618,0.38110775756586995,3.48622044054705e-05
74,0.5109773135640636,0.5647663082573929,0.550106085604057,nan,0.550106085604057,0.31068439764206796,0.32251099658469207,0.26683838358451895,0.3950698167488194,0.7908619773038552,0.43472708608952093,0.480650773498848,0.9187571876888291,0.970567023370953,0.9794164083971697,0.9876225561857981,0.38632841177910104,3.484941126240582e-05
75,0.5452029302225008,0.5716604935949983,0.5643979159649465,nan,0.5643979159649465,0.3809171456816587,0.32058266277169584,0.2996929160953911,0.3936889158974804,0.9021771632956906,0.40771567864935565,0.4218692953632713,0.8979242925717291,0.9635271683142275,0.9758893540538763,0.9854020998180743,0.3915490659923322,3.4836052880925445e-05
76,0.6018622182612535,0.5473721245718891,0.5615728194825351,nan,0.5615728194825351,0.3542419155814338,0.33946943563609633,0.388061569228424,0.4515958396338676,0.8361979033550235,0.5781491707004653,0.4293431177699638,0.9033314712305114,0.9664821492052207,0.9775024122695648,0.9871514905286679,0.3967697202055633,3.48221296968693e-05
77,0.49953090325950195,0.5504488453315174,0.537114031845704,nan,0.537114031845704,0.34957342948572245,0.3609882378510316,0.44185112598289616,0.3157573479199994,0.8120751667500772,0.3624381129827936,0.45666112562336736,0.9057139936624757,0.9698456506184197,0.9794950424205254,0.9874476132065828,0.40199037441879437,3.4807642164504976e-05
78,0.6096442346845354,0.5465658617610324,0.5635531949810689,nan,0.5635531949810689,0.38056429138908354,0.3736832632493162,0.47512783636669925,0.42620666788111716,0.9858560785748722,0.41660999632759704,0.41323179438362684,0.8989414223059082,0.963420514822384,0.974947759994489,0.9851202094192748,0.40721102863202546,3.479259075651288e-05
79,0.56087660811682,0.6180354376829713,0.6016305466182531,nan,0.6016305466182531,0.44444767604002805,0.3611862820532049,0.37254500879549984,0.5013724136053871,0.9143980960604635,0.40250702530138727,0.41824455848522385,0.8838589123692474,0.9559052994548362,0.9689468513417194,0.9803317216004315,0.41243168284525655,3.477697596397084e-05
80,0.5344155048935123,0.58462614253264,0.571263029123657,nan,0.571263029123657,0.33989454915814843,0.36150875826472467,0.2545917845188713,0.4086696540285586,0.8409104889512661,0.3853342132148786,0.4518264398917665,0.9095724395101488,0.9675409974998941,0.9783253527691851,0.9871392855629476,0.41765233705848764,3.476079829633804e-05
81,0.5674467959057852,0.5790384221105088,0.5759294057497757,nan,0.5759294057497757,0.3766740890409184,0.4380893362019997,0.6340730829377079,0.3719778138752624,0.9468372997404085,0.3876961006645627,0.39109657947686116,0.8996810142937899,0.964104013566987,0.9750666235968667,0.9842929823144634,0.42287299127171873,3.474405828143843e-05
82,0.5477286365437618,0.5431434475858072,0.5442971788579603,nan,0.5442971788579603,0.387663692955242,0.30976343654181854,0.32614344865418937,0.25780915006902205,0.9266352443859747,0.3668330767911916,0.4214146930630678,0.8954983043430697,0.9631057871130073,0.9747839404879116,0.9836451154140685,0.4280936454849498,3.472675646544351e-05
83,0.5264697390752706,0.5709191145535811,0.5595414876006546,nan,0.5595414876006546,0.3916865868737363,0.3561363821810047,0.2789348717780111,0.3086965802248512,0.8355666021067174,0.36737607826533447,0.44508962383236556,0.8957902830506032,0.9612907876399635,0.9745302513335576,0.9843577298284396,0.4333142996981809,3.4708893412854467e-05
84,0.582577612831643,0.6041735388685774,0.5980534472037107,nan,0.5980534472037107,0.4096064089568644,0.40860865467922,0.42482507615199266,0.4295127948237828,0.9131732704050047,0.4853013791634813,0.4145715058123817,0.8928962140640972,0.9596836385157553,0.9725784178338923,0.9830699976685379,0.438534953911412,3.469046970648383e-05
85,0.48665031795227254,0.5130981072060363,0.5059766910271721,nan,0.5059766910271721,0.3145598166700527,0.3466951022838316,0.404759661230237,0.1625262635780028,0.7638576352062442,0.39870912640513234,0.4640897632346399,0.9156172919641699,0.971050240166169,0.9811328919468605,0.9885326063438488,0.4437556081246431,3.467148594743638e-05
86,0.5331725316789443,0.5388564259274652,0.5373472383944322,nan,0.5373472383944322,0.3946682021867952,0.3115206571113476,0.30229165284091036,0.3234764024339121,0.8934988258890606,0.3944607860512615,0.4430022293782512,0.8971103721013841,0.959846305950027,0.9729237821319432,0.9829228833363293,0.4489762623378742,3.465194275508957e-05
