iter_num,cross_entropy,detached_cross_entropy,completion_cross_entropy,context_cross_entropy,full_cross_entropy,commited_cross_entropy,common_cross_entropy,infile_cross_entropy,inproject_cross_entropy,non_informative_cross_entropy,random_cross_entropy,inproject_top_3_accuracy,inproject_top_5_accuracy,inproject_top_10_accuracy,epoch,learning_rate
1,0.6402675877816235,nan,0.6392487230094971,0.6404186396556386,0.6402675877816235,0.39188525335055835,0.4756293714874323,0.3856940359223199,0.3795388634745174,0.9838746485037209,0.486522988350621,0.9621413310437091,0.9744813402288293,0.9845450370399952,0.005220654213231096,7e-07
2,0.6152338861014384,nan,0.5755294880547016,0.6212738960399983,0.6152338861014384,0.2896665856445583,0.37598551483936715,0.324043868880245,0.3903618184894155,0.8781773326746524,0.43036190915707845,0.9616096986024584,0.9737666273783465,0.9836672840545546,0.010441308426462192,1.4e-06
3,0.6508951620328619,nan,0.6652843353957674,0.6490120506733751,0.6508951620328619,0.5725601840553828,0.4603636684259666,0.3718420683359964,0.3989532254459574,1.0498514431189803,0.500664352967514,0.959796797200915,0.972379222177365,0.9830103619970394,0.015661962639693286,2.1e-06
4,0.6303532138527084,nan,0.6534623853064769,0.6263808542855243,0.6303532138527084,0.38678756648723933,0.45203213765283184,0.34371790010747266,0.38277420048842875,1.161636284133892,0.433227086266026,0.9616007856616744,0.9728292004255668,0.9839266715770522,0.020882616852924384,2.8e-06
5,0.6196056983151275,nan,0.6158812971151686,0.6201533590669158,0.6196056983151275,0.37881898157832355,0.38886592419506644,0.3539670056453541,0.4120374109585561,0.9054398744808738,0.45259288592192304,0.9579310585200934,0.9711930570562197,0.9820152661113241,0.026103271066155478,3.4999999999999995e-06
6,0.6119588047750784,nan,0.5644350133897311,0.619022585697387,0.6119588047750784,0.28486616873065623,0.4424836574593692,0.3130326682860489,0.35585629826332826,0.9159897959461369,0.4846927201399901,0.9677217229403129,0.978069390239536,0.9864477782949622,0.03132392527938657,4.2e-06
7,0.6449804655279249,nan,0.6239517426710182,0.6477051151339168,0.6449804655279249,0.5053541927592542,0.40070969933921885,0.40443170857651467,0.404933919422148,0.9529179895761408,0.4950440569150829,0.9607600741730306,0.9733415747811697,0.9836500309054294,0.03654457949261767,4.9e-06
8,0.6228930453493949,nan,0.6008348481270034,0.62613008102065,0.6228930453493949,0.3538613071858835,0.5194568657316267,0.4012568945356565,0.419836063591618,1.0618117762786767,0.41226077522199117,0.957187922487607,0.9700609361835532,0.9812488978584164,0.04176523370584877,5.6e-06
9,0.6244651488348937,nan,0.5846419419932447,0.6294567648336817,0.6244651488348937,0.5421508834316264,0.501577278154369,0.36171159428795613,0.4201496312504595,0.8475489502571896,0.45051150813368984,0.9591482709977506,0.9723207137138282,0.9829768576766175,0.04698588791907986,6.299999999999999e-06
10,0.6206580152463921,nan,0.5945353204423137,0.6250352351249253,0.6206580152463921,0.20263288211110486,0.439116006303298,0.32721393638550456,0.313777726482555,0.9597630254890814,0.5009953844228762,0.9718122098906218,0.9813848155346043,0.9888212524694432,0.052206542132310955,6.999999999999999e-06
