iter_num,cross_entropy,detached_cross_entropy,completion_cross_entropy,context_cross_entropy,full_cross_entropy,commited_cross_entropy,common_cross_entropy,infile_cross_entropy,inproject_cross_entropy,non_informative_cross_entropy,random_cross_entropy,inproject_top_3_accuracy,inproject_top_5_accuracy,inproject_top_10_accuracy,epoch,learning_rate
1,0.6323556075887665,0.6436253411553687,0.6323556075887665,0.6436253411553687,0.6421701921129698,0.38575183338024244,0.46263955476705315,0.3816947629381648,0.3743625113639809,0.9764104012588866,0.4793518556132544,0.9630997783590584,0.9746610491004573,0.9847646812164293,0.005220654213231096,7e-07
2,0.5706966380182791,0.6247335494200025,0.5706966380182791,0.6247335494200025,0.6175986205484996,0.2829786271093152,0.3671081446654039,0.3187710906658797,0.38733102648758416,0.8721252559309961,0.42603914233076245,0.962131671998653,0.9740865465566594,0.9837009597575349,0.010441308426462192,1.4e-06
3,0.658519129195491,0.6517879063797253,0.658519129195491,0.6517879063797253,0.6525668877443818,0.5615203743146512,0.4571873502529582,0.36456963403860965,0.39494141775015834,1.0417493307270564,0.4938063256678696,0.9604360113039968,0.9724128650248957,0.9833299690485803,0.015661962639693286,2.1e-06
4,0.647503835610333,0.6299243779824534,0.647503835610333,0.6299243779824534,0.632502951913682,0.37973470536256015,0.445263239774951,0.3383201773019551,0.37957173535965083,1.1544056163789913,0.42717252517956594,0.9615025779523693,0.9732547671658892,0.9841558228987642,0.020882616852924384,2.8e-06
5,0.6088287874063489,0.6229157089927809,0.6088287874063489,0.6229157089927809,0.6211098096557344,0.3748640506133901,0.38274001538175073,0.34604756799953057,0.40646626585540413,0.8985886864374736,0.44454243102368535,0.9584190164162978,0.971559025478373,0.9825206510752501,0.026103271066155478,3.4999999999999995e-06
6,0.5582936882563001,0.6225310888183254,0.5582936882563001,0.6225310888183254,0.6142186067754314,0.2786174674237892,0.4410552789193992,0.30787085749463317,0.3515792212864272,0.9077008218110073,0.47901657259704533,0.9678649432489527,0.9784095384725554,0.9870206595295213,0.03132392527938657,4.2e-06
7,0.6166300818256213,0.6507662585944091,0.6166300818256213,0.6507662585944091,0.6468506425543427,0.49690753272026456,0.39719892969983156,0.39387415518406843,0.39962276272887076,0.9449857389180756,0.48778211391364096,0.9612784878272487,0.9734213307279724,0.9839291767192391,0.03654457949261767,4.9e-06
8,0.5958149753320192,0.6310965945077248,0.5958149753320192,0.6310965945077248,0.6265815887854823,0.35009289439929114,0.5121540466808718,0.3947747451734701,0.4167695466582206,1.0550245289561524,0.4077531340818478,0.9577953249603229,0.9702372788369222,0.9814448341399377,0.04176523370584877,5.6e-06
9,0.5792631965380176,0.634693642806468,0.5792631965380176,0.634693642806468,0.6285196235564193,0.5375354802869377,0.49100631381702026,0.3583058536133494,0.4160089669822639,0.842302272369151,0.4441965310543663,0.9601014144649053,0.9727210339700332,0.9832437378474208,0.04698588791907986,6.299999999999999e-06
10,0.5893901781815527,0.6306371841868593,0.5893901781815527,0.6306371841868593,0.6247175926136667,0.1995552624679068,0.4325610713641047,0.3229258352689676,0.3106075093129558,0.9532388152879131,0.49570509088512965,0.9719888854981449,0.9815454297232618,0.9889015595637719,0.052206542132310955,6.999999999999999e-06
