iter_num,cross_entropy,detached_cross_entropy,commited_cross_entropy,common_cross_entropy,infile_cross_entropy,inproject_cross_entropy,non_informative_cross_entropy,random_cross_entropy,epoch,learning_rate
30,0.46620896882031737,0.7034048682367945,0.31924312220387857,0.5628550073515339,0.2846203343385843,0.3072021744002106,0.7548424679005222,0.4081817529380203,0.15661962639693286,2.1e-05
31,0.4566981630579673,0.7063973459464177,0.31501755598653813,0.3593482699958545,0.34469757073326296,0.32654747444937815,0.670172999737349,0.41943500639380266,0.16184028061016395,2.1699999999999996e-05
32,0.619029968545522,0.6630420610896876,0.37231884228808915,0.4590712094870098,0.35299211892608084,0.3940929675943205,0.8592915052773709,0.557101591308659,0.16706093482339507,2.24e-05
33,0.5260847015006587,0.6897160103591049,0.4100294458184939,0.36381159578128575,0.29744208921776455,0.3140752366821251,0.8203561524451378,0.4047427096820506,0.17228158903662616,2.31e-05
34,0.49891875143076614,0.6978195644565116,0.33396194513021676,0.3433093210810198,0.29982994647062167,0.363357106431215,0.8055360199292887,0.40880848452321406,0.17750224324985725,2.3799999999999996e-05
35,0.5251504954211116,0.6537457951277486,0.42130973270198263,0.43524026062821625,0.3818901006389152,0.3213435960877678,0.7876971281562395,0.3905447112679677,0.18272289746308834,2.45e-05
36,0.499393195442345,0.7182043905276834,0.3394573587903513,0.4229405954675073,0.2796086476317834,0.32022220931865003,0.7991793482103018,0.4136019672339497,0.18794355167631943,2.5199999999999996e-05
37,0.5987831831382773,0.6905582481501434,0.33389475908469807,0.33296371499244304,0.2730707979426433,0.30876255017805726,0.9037972099259255,0.45156811033196165,0.19316420588955052,2.59e-05
38,0.6380942959425148,0.7036874851945499,0.3952892003802604,0.40005929375879445,0.32291574041031973,0.39618185179151666,0.8227179195011655,0.450939093360023,0.19838486010278164,2.6599999999999996e-05
39,0.4318298307099386,0.6624009793261831,0.29081868488652435,0.37026284608534193,0.31220574685350244,0.2662913535407058,0.7336698957777772,0.44817123139772336,0.20360551431601273,2.73e-05
40,0.5171391930078091,0.6983923266267198,0.45825543745344,0.290865416737312,0.31045062607107043,0.30843711612647096,0.7948472564588487,0.46882758003360403,0.20882616852924382,2.7999999999999996e-05
41,0.5575497399368913,0.629945339038465,0.2910257983605022,0.27100414948289386,0.29513934863047964,0.348125496394734,0.7228952251071208,0.4813659251039352,0.2140468227424749,2.8699999999999996e-05
42,0.4936760611538651,0.6931388546047139,0.25084630647344974,0.330399623572384,0.29374352792059255,0.29860996506137555,0.8376881098886432,0.41121625117440985,0.219267476955706,2.94e-05
43,0.45539629558614975,0.7191358670391467,0.25862379586886663,0.3994484625428786,0.2710270696941854,0.292897025116596,0.6839803630672018,0.4521759591595758,0.2244881311689371,3.0099999999999996e-05
44,0.5503864243643026,0.7961811064241958,0.39077149792643323,0.48646163525659813,0.3154286279096708,0.3183954191640668,0.8691787277122527,0.5245325046395756,0.2297087853821682,3.0799999999999996e-05
45,0.490680254660019,0.7060934487120101,0.3191088726731122,0.39445384526463845,0.2601704984369115,0.31122051713855653,0.753597387341617,0.40551984260427,0.2349294395953993,3.149999999999999e-05
46,0.5448143589114223,0.7681988285660492,0.39179288421757735,0.3147206570933509,0.31823049888992366,0.3101220424841687,0.9275567739830094,0.4885343570061675,0.2401500938086304,3.22e-05
47,0.46419501934782276,0.6740345593591138,0.37225233226590926,0.2955378602283086,0.3073968530627258,0.3047014087165264,0.720059884044919,0.3733581280284956,0.24537074802186148,3.289999999999999e-05
48,0.5419871402631434,0.744981458654233,0.4329308245895589,0.41657769967883285,0.2715724421897626,0.38479955898153556,0.8098952972173529,0.4951919144792581,0.2505914022350926,3.36e-05
49,0.5245603619536964,0.7738873894224907,0.42204013745576274,0.2353374782140619,0.32271218704253474,0.44286792103230643,0.8229063695507296,0.45251383077882856,0.25581205644832367,3.43e-05
50,0.49340230417676917,0.7039982948172847,0.34680450009949365,0.4064069150921123,0.2903681896428211,0.3722548848671991,0.8131190827559523,0.40333545924692743,0.26103271066155476,3.5e-05
51,0.514540246638887,0.7379808631783205,0.31538557992231514,0.2770327174195954,0.3302767808098902,0.3156492803725632,0.7803021307313177,0.3929001929806586,0.26625336487478585,3.5e-05
52,0.499702879063367,0.6892075194510372,0.4376314056176688,0.43216084998537485,0.3038392029899393,0.3444828835485798,0.7591249761919415,0.4364654544449156,0.271474019088017,3.499971492418516e-05
53,0.4837856725213397,0.7071690291832433,0.4636810012376744,0.35870940908388144,0.33044726566548926,0.30607587534097475,0.7566687681963158,0.44997386193399413,0.2766946733012481,3.499885970604173e-05
54,0.5026363408603474,0.7260432993185503,0.41809011384386513,0.2487269074403219,0.2796690859876656,0.33808590868695143,0.8094585365589388,0.46233405007188505,0.2819153275144792,3.4997434373472653e-05
55,0.49666852031481623,0.6817084686537591,0.3060829846065873,0.22176440911373507,0.29844146896555007,0.30032546557862355,0.8076265568467269,0.43428631197146206,0.28713598172771027,3.499543897298183e-05
56,0.533127368057468,0.6790301117493354,0.41684357650867127,0.37896037927367543,0.2889895487555003,0.3738049379290658,0.8556489431187744,0.413359950908016,0.29235663594094136,3.4992873569672606e-05
57,0.46115526273236496,0.6843350039229996,0.4625608490220448,0.3455615707719528,0.2524050278839345,0.30173648003720105,0.6899959360680383,0.3695629051085717,0.29757729015417245,3.498973824724562e-05
58,0.46304264162994224,0.6648678773719807,0.3292901912800461,0.28052113558266584,0.2703523118747788,0.3254950640376534,0.6816882960823093,0.38836368404901195,0.30279794436740354,3.498603310799612e-05
59,0.6280065160086226,0.7177296040287132,0.3326723966905756,0.3679445380906014,0.3393933355818441,0.2808489214785129,0.7454459136262843,0.6022987681937094,0.30801859858063463,3.4981758272810586e-05
60,0.5416655451234855,0.6920728723266777,0.26044705089438197,0.38978385113263386,0.3119921500516716,0.3897140682226556,0.8054840740988483,0.4467943923848512,0.3132392527938657,3.497691388116277e-05
61,0.5274031894039288,0.6733251527742641,0.27157105466913384,0.44066336059012073,0.2765630827500845,0.3653429015110683,0.8298612879381541,0.41042738138027823,0.3184599070070968,3.497150009110922e-05
62,0.49221620948815226,0.7231814771828943,0.2826385217828544,0.35378110655974004,0.2808724409674567,0.31732066368432255,0.7469706297227465,0.43033272617648977,0.3236805612203279,3.496551707928404e-05
63,0.4761055867775493,0.7445553429311245,0.29411884684897144,0.43088757532608246,0.2854432174675208,0.2987759448964803,0.8427738818483309,0.41706804970004785,0.328901215433559,3.495896504089319e-05
64,0.4751308135091828,0.6272630009270129,0.28979790466576527,0.4085319212161338,0.26667013488030145,0.31813555333317517,0.7728142962028874,0.4239874791521054,0.33412186964679014,3.495184418970807e-05
65,0.5035425516829639,0.6969577353625437,0.322412113928856,0.35493648999762745,0.36057747562847114,0.3130891476775873,0.850568566530593,0.4366099010152058,0.33934252386002123,3.4944154758058585e-05
66,0.49679045384822756,0.6881572479233072,0.3805769118416099,0.37764005533995454,0.34777618076059685,0.3372989645246155,0.7800013752201391,0.4635782865844042,0.3445631780732523,3.493589699682553e-05
67,0.44820909886933546,0.6935851838497777,0.2693263772721168,0.3390171738518335,0.2769397914743372,0.2887341049714007,0.7307525185233636,0.3755869559656846,0.3497838322864834,3.4927071175432416e-05
68,0.50397966321908,0.6993666101316816,0.4475079542217622,0.41188326948502774,0.32616612327427247,0.3453513020440332,0.8121322100090576,0.4483701797476147,0.3550044864997145,3.491767758183671e-05
69,0.4408579206346442,0.6495747299143099,0.36654412939256914,0.30283319987908763,0.23211970160416068,0.3081389529514407,0.757060411938583,0.4044229260993135,0.3602251407129456,3.490771652252038e-05
70,0.5482450887761445,0.7618657809330953,0.36664621406647463,0.4454262939512239,0.29439490352003256,0.31604904973893144,0.7631410224720109,0.46508440157004016,0.3654457949261767,3.4897188322479974e-05
71,0.535392237589377,0.7715463192551427,0.3415326655529513,0.7040652131690311,0.3584711463346999,0.32672161426024604,0.8335451990433813,0.4130602670563005,0.37066644913940777,3.488609332521591e-05
72,0.5497864557093016,0.7237676957566832,0.429435584143883,0.3170148579436792,0.3201240953814438,0.37230551019310937,0.7986015563156116,0.42034558246598536,0.37588710335263886,3.487443189272139e-05
73,0.4947333909727037,0.6835953107001755,0.33239181644344407,0.40995600198532745,0.3514117098512765,0.3604717064877955,0.779894303064844,0.45092934285130337,0.38110775756586995,3.48622044054705e-05
74,0.4775926011940964,0.7174565159709586,0.25712235660366156,0.360544576324726,0.3106642767084954,0.2793051500148702,0.7302932802257031,0.4783181460532412,0.38632841177910104,3.484941126240582e-05
75,0.5060300241638447,0.7455054302321337,0.26016550801427757,0.39121858238841256,0.2981604085079692,0.34129354689378283,0.8353273632812143,0.4063765739716015,0.3915490659923322,3.4836052880925445e-05
76,0.5502348459823291,0.6547593070911424,0.37220829622701773,0.4104391202393034,0.31122688652188396,0.311440059699133,0.7502139686373569,0.36835531197135896,0.3967697202055633,3.48221296968693e-05
77,0.4302998118401043,0.6930578661219734,0.4298448349036333,0.21013399210491732,0.3065959591050893,0.2982264300662194,0.6829460747902896,0.36977521288735893,0.40199037441879437,3.4807642164504976e-05
78,0.5650313949788035,0.6951325920596827,0.46029700432289816,0.3992868023020873,0.3569022607118234,0.35012205450717415,0.9188083934490747,0.37687902011330043,0.40721102863202546,3.479259075651288e-05
79,0.5288660550145967,0.7295372976604779,0.30182105467815834,0.4646113693105971,0.3501584514335892,0.404436624181389,0.852196021213678,0.4698549999836076,0.41243168284525655,3.477697596397084e-05
80,0.5060149435534355,0.7005530057441555,0.24156928042111372,0.39634856232356286,0.3422683404676454,0.3174860300893121,0.7979380517796708,0.4162589754804625,0.41765233705848764,3.476079829633804e-05
81,0.5282726208634968,0.7221995031648116,0.6161489534767639,0.33208681516785993,0.41208103978891764,0.3326510308743515,0.866411490014704,0.43208521004489703,0.42287299127171873,3.474405828143843e-05
82,0.48274192647986974,0.675147854052504,0.3016484901868631,0.2158729953188017,0.2752479803212103,0.3307873239675821,0.8010602891209362,0.3883852292195494,0.4280936454849498,3.472675646544351e-05
83,0.4865886390004236,0.6562947799617916,0.2699704302360172,0.25908306184613406,0.3376915805055123,0.3311794571048876,0.7693405533869376,0.380486109965946,0.4333142996981809,3.4708893412854467e-05
84,0.5341087363797721,0.7064316919020519,0.40778785339972706,0.4031098813870573,0.3807790031360886,0.3507926932923742,0.838327073628663,0.4413927551295163,0.438534953911412,3.469046970648383e-05
85,0.45105748596127115,0.6782343959664336,0.3733701593759971,0.14585279799039474,0.3298364365595319,0.2757686880620004,0.7055671241652243,0.4516646376023604,0.4437556081246431,3.467148594743638e-05
86,0.496235384964583,0.6625885785714761,0.29110597813707867,0.30642223651274236,0.295864395249472,0.356701104761708,0.8265972100695844,0.41698388340211257,0.4489762623378742,3.465194275508957e-05
87,0.47096380448909975,0.7152835154761713,0.3113864600890668,0.5195368487872435,0.2833483716335811,0.34038002528621947,0.6619946478219088,0.43660153625419296,0.45419691655110533,3.463184076707334e-05
88,0.530405685624817,0.7003883021454191,0.31870213211368936,0.32858462405747385,0.2966881690027542,0.32117343556483785,0.8022476870336009,0.45148029020988817,0.4594175707643364,3.461118063924927e-05
89,0.4451647266831009,0.6665843218547095,0.3426842181222339,0.3257058561856433,0.2898155462070768,0.28801587805853374,0.7142164775696597,0.43678136943876994,0.4646382249775675,3.458996304568921e-05
90,0.48511207431368364,0.7886546041464233,0.2229682309848567,0.5578547315271905,0.30541985539651684,0.3454464470952819,0.7593182065788743,0.4331754593838531,0.4698588791907986,3.456818867865328e-05
91,0.5036448086920634,0.7053562947010682,0.3643374845467219,0.3388365457401686,0.31929536736723885,0.3480089387358747,0.7934225176347455,0.4396404409213968,0.4750795334040297,3.4545858248567276e-05
92,0.5102194806332883,0.7354672444742932,0.2658403540368557,0.38040892051039976,0.3565483085188764,0.30697844819703946,0.8378831542613904,0.3801445866366063,0.4803001876172608,3.45229724839995e-05
93,0.5285986597012097,0.6992395962681455,0.38862401092426296,0.31918717053081974,0.3183841814232213,0.37035379523280065,0.8517774720867147,0.4684262504764124,0.4855208418304919,3.449953213163699e-05
94,0.503527148909154,0.7397443992860404,0.3377808959425512,0.33730424680398763,0.2812241098245268,0.33956345158705686,0.8332380112388305,0.4111862412443042,0.49074149604372297,3.447553795626116e-05
95,0.4862116699107144,0.747469728201499,0.2725941256505129,0.33365387378817696,0.25708266453169104,0.32024817644149783,0.8511862716253258,0.41109803924049376,0.49596215025695406,3.445099074072282e-05
96,0.46827194995771965,0.7311978706697527,0.33460283689104664,0.36991406523597076,0.2847651103907218,0.29499909508992617,0.7010633323733336,0.4145907070067487,0.5011828044701852,3.44258912859167e-05
97,0.5327315239763198,0.7030968361150248,0.27977796024677853,0.48758027220441547,0.29964686389042816,0.3499287245487508,0.863375978176155,0.48104667254217415,0.5064034586834163,3.4400240410755223e-05
98,0.594481753463901,0.7219003346333023,0.36949673848849635,0.4219482497421475,0.35834646095447886,0.3695198869140891,0.9072531091303578,0.44751610124782226,0.5116241128966473,3.4374038952141886e-05
99,0.4475045609617065,0.6094340208359608,0.23187723319874898,0.20148706022860263,0.26695899854541394,0.27820584944495697,0.7629874924880505,0.3709588017337709,0.5168447671098785,3.4347287764943874e-05
100,0.4938218464813733,0.7092142619857744,0.36809261044920805,0.31562531709280356,0.2984651804599789,0.27061910038570214,0.7994774140443284,0.3886041658297476,0.5220654213231095,3.431998772196423e-05
101,0.5335863330829823,0.7058154028519878,0.34573400780169894,0.26630067795891393,0.31632527277217853,0.3626049846939328,0.8739748407805905,0.4693865674197559,0.5272860755363407,3.429213971391334e-05
102,0.5394844067005504,0.7214676915719045,0.24379426883853036,0.42970828773969294,0.29994223748489895,0.41150583600206,0.7788274695370079,0.5112855752918772,0.5325067297495717,3.426374464937987e-05
103,0.5551748342237028,0.7843106580623266,0.28741767108693633,0.31969868246661987,0.3227197291506748,0.36152486669036177,0.8390136307154243,0.41301608993465205,0.5377273839628028,3.4234803454801176e-05
104,0.5790236175797805,0.711824871657829,0.4466894493510014,0.4320167822065125,0.22748954812521952,0.37811598058818374,0.8989650393569546,0.49182296272517345,0.542948038176034,3.4205317074432975e-05
105,0.48948071003366334,0.717806630849285,0.3451398515199329,0.31718579272687575,0.3112778501476681,0.3190609198914644,0.8279606200151267,0.39124630047857994,0.548168692389265,3.4175286470318655e-05
106,0.5304352903854893,0.7110984972453069,0.43361262544860446,0.4561745124385021,0.2903316014561418,0.351083863136394,0.8529147612346165,0.4108141792481925,0.5533893466024962,3.4144712622257804e-05
107,0.47194060784452,0.6728913847915884,0.2738437792809698,0.34291053103941027,0.2639522288470562,0.30292403483611896,0.835577789007231,0.32921873796237144,0.5586100008157272,3.411359652777428e-05
108,0.4815217786919259,0.6757858491688505,0.2809958667858967,0.4164949395166406,0.27002978348874046,0.3094032340764886,0.8106894716375659,0.3438363891634954,0.5638306550289583,3.4081939202083626e-05
109,0.5226185383670328,0.730902203727132,0.4691380403496535,0.3973667091449574,0.33639280095875795,0.32933783366712693,0.8266347791676506,0.47759195828107665,0.5690513092421894,3.404974167806001e-05
110,0.49573292965165844,0.706291836262438,0.30989884285490854,0.3843945296218908,0.34334589889155054,0.3473574788499666,0.792819951501869,0.45140323356692624,0.5742719634554205,3.401700500620248e-05
111,0.5372083565069715,0.755864133576835,0.2745817474035571,0.29282105392847124,0.2599369427778039,0.37111077661285047,0.8287470769443562,0.49439152005668097,0.5794926176686516,3.3983730254600696e-05
112,0.5878125688988654,0.649260481709351,0.2816449967434104,0.26154058057440055,0.3354773432036855,0.34729106180011027,0.7819958713698385,0.42176566317524883,0.5847132718818827,3.394991850890007e-05
113,0.45488647210042155,0.6708417582435071,0.3893214020711199,0.21000365996315365,0.2934960810231358,0.2557121447750423,0.7272415338071444,0.4512243759720467,0.5899339260951137,3.391557087226639e-05
114,0.478864639265041,0.6868676598803561,0.22627024441904667,0.35396481206326147,0.32439598184411533,0.33792236101277506,0.730384140834315,0.36644193262657854,0.5951545803083449,3.388068846534978e-05
115,0.5192993764894427,0.7350856150044166,0.24363964932357218,0.4021283335946416,0.3482753633094642,0.33066914367260464,0.751701209122192,0.4439173571019696,0.600375234521576,3.384527242624817e-05
116,0.44897469414505486,0.6502304722762677,0.3567501966924547,0.2860924530208044,0.3574324442854649,0.306273851552682,0.6943557064087326,0.400215793261892,0.6055958887348071,3.380932391047013e-05
117,0.7082899069372574,0.7228936294605199,0.3308707726083584,0.47817281995276206,0.3220395507701441,0.3490456968566318,0.8452221860222969,0.6122753493500078,0.6108165429480382,3.377284409089719e-05
118,0.614535411836261,0.7451893455982529,0.34744477383783,0.3634994384436214,0.3405696687950166,0.38826572877435184,0.828696030572713,0.5089404137145496,0.6160371971612693,3.373583415774559e-05
119,0.4739561462264918,0.7509505965958305,0.3289193246988915,0.3420790022898388,0.3603680612617571,0.3322948295614721,0.807373439114696,0.4257448853727879,0.6212578513745004,3.3698295318527406e-05
120,0.49273727596068917,0.700085194478533,0.444473730888309,0.3990872898340896,0.35248903526830827,0.2760939854016113,0.7827259176364826,0.35525740440724446,0.6264785055877314,3.36602287980112e-05
121,0.5049972246632787,0.7224321801161183,0.277390422504532,0.45091195919934435,0.30266541086793186,0.297475435545252,0.8105575536461225,0.3817723254239526,0.6316991598009626,3.3621635838182e-05
122,0.46836836806506066,0.7462595566581376,0.2952088685035557,0.36539169721234904,0.24055946741204084,0.3540206651720184,0.7443293265216417,0.3971725542500329,0.6369198140141936,3.358251769820085e-05
123,0.4616172962869215,0.6744565036920813,0.3619608559763045,0.2222512559706809,0.30827255842865947,0.30880702437201735,0.7028071288908178,0.40588725407812665,0.6421404682274248,3.354287565436367e-05
124,0.4876946261689901,0.670813456682161,0.29280655083075696,0.37787834983640345,0.24098302963672596,0.3075677219082363,0.7870463138368523,0.48404527955106724,0.6473611224406558,3.3502711000059615e-05
125,0.4283672131069277,0.6336563262404327,0.2827331367987077,0.208679586078361,0.2821963752488567,0.24717965115807342,0.7284364383016875,0.4092134977666329,0.652581776653887,3.346202504572895e-05
126,0.4442675584125785,0.6932759028659273,0.28720584761271545,0.3129102295705772,0.32039544718404545,0.2962350682306084,0.7005609894485125,0.37850978116154854,0.657802430867118,3.3420819118820205e-05
127,0.4953471150979103,0.6933764698795848,0.29366319070099584,0.37436489141158474,0.3049188930794217,0.3491472647070081,0.7908220722848425,0.38737589387090343,0.6630230850803491,3.33790945637469e-05
128,0.558699804775219,0.6902677135107357,0.5823070570716532,0.4622046499862494,0.33458213034303114,0.3321521405010611,0.8309696226586183,0.5090303208425585,0.6682437392935803,3.333685274184369e-05
129,0.5161022254722469,0.7063285668731647,0.41518824450945563,0.4340076875022123,0.3201403816726188,0.33372716346805736,0.7642580000055358,0.4540578822588371,0.6734643935068113,3.329409503132194e-05
130,0.5210340878966027,0.7011572707615233,0.33233539982661464,0.3709773308903479,0.32905261058950225,0.2977785995348553,0.8327361867767602,0.44631298096165284,0.6786850477200425,3.325082282722476e-05
131,0.49205315308158226,0.6645703040559333,0.37098704385615294,0.4366198521912152,0.3334491548181372,0.36107129885626793,0.7663858749963944,0.3811835314496596,0.6839057019332735,3.3207037541381485e-05
132,0.5608552694378605,0.7672719347154072,0.3241872400422079,0.3679916408389506,0.3737787448012444,0.3396168661173064,0.9254451713847835,0.4504842020822007,0.6891263561465046,3.316274060236163e-05
133,0.553036158705397,0.7280906431882168,0.4625043259962687,0.34745947568925933,0.30460433526436737,0.31752881702580665,0.8331054073001267,0.4388829631583312,0.6943470103597357,3.311793345542824e-05
134,0.5305770838319751,0.7873132071284132,0.2893060065507813,0.36912166763954785,0.3548223102157899,0.3588082842287852,0.8140962040516092,0.4904408575320794,0.6995676645729668,3.307261756249078e-05
135,0.5338601351821811,0.7084634146511128,0.36675334371118873,0.3103919761052346,0.269434401381641,0.3028944753984297,0.6662453667555303,0.39323250955649147,0.7047883187861979,3.3026794402057426e-05
136,0.582218435406598,0.7377988492681241,0.35290067788165874,0.4510256500845079,0.3182235062324846,0.31523159010107316,0.7616995788010329,0.4387667232980525,0.710008972999429,3.29804654691868e-05
137,0.4865687274188044,0.7194568641829481,0.3240559574117661,0.3147972174880343,0.3342160100679801,0.33897156400438117,0.7678772247466452,0.45929813271401565,0.71522962721266,3.293363227543923e-05
138,0.5028198253510228,0.725399543374053,0.37588961608209426,0.4439011356066827,0.3613208523844098,0.2695793085703153,0.8431273713843608,0.39966985734472193,0.7204502814258912,3.28862963488274e-05
139,0.4806767812236775,0.7359046898223782,0.31462215373986335,0.36699844340878224,0.27662144963252394,0.31083157669200717,0.7227347548373513,0.4452346036762457,0.7256709356391223,3.283845923376651e-05
140,0.47478917975198187,0.7072723655533325,0.33399762536388805,0.2817932436426244,0.2960391046073243,0.29246701546514803,0.7388660385030058,0.4263409596748286,0.7308915898523534,3.2790122491023905e-05
141,0.4783012769420132,0.6906568982738583,0.3181530374282852,0.36382814142347947,0.2799583204414659,0.32231894838050346,0.7336070182477742,0.5048485447724559,0.7361122440655845,3.27412876976681e-05
142,0.49594069986274203,0.7500841737669914,0.3597266442470885,0.37934703964954564,0.3241691501715482,0.29133022507675205,0.78987371411778,0.42671250822730866,0.7413328982788155,3.26919564470174e-05
143,0.5289849657055212,0.7615471609155948,0.3418570072409884,0.3418488425907842,0.292492925152527,0.3271060333497851,0.8348223051267099,0.40637906340276253,0.7465535524920467,3.2642130348587837e-05
144,0.5874689362663823,0.7091377053162169,0.3354579730276055,0.46215380140743684,0.3046541328938775,0.31107650324607383,0.7908606763914278,0.4167502251440833,0.7517742067052777,3.259181102804072e-05
145,0.472963434814439,0.6907091235003519,0.438190441553218,0.3225995436471455,0.27291287057882524,0.3080403721017885,0.7447410404161537,0.39303996482978915,0.7569948609185089,3.254100012712956e-05
146,0.5004754054745213,0.7256454678318391,0.41748153254432696,0.39290797288025203,0.2523826844455522,0.3253996159415517,0.7080276561991383,0.46025101332753815,0.7622155151317399,3.248969930364652e-05
147,0.5202229694418384,0.7575610836344382,0.4154707155835307,0.5085582513922153,0.33576734009436915,0.3107788042919276,0.7686921850874721,0.43394481041153476,0.767436169344971,3.2437910231368294e-05
148,0.5095079575449599,0.736706094755942,0.35555462241166363,0.37716751501214457,0.30028327256485393,0.33718312480123214,0.7435770960196466,0.47658470901081446,0.7726568235582021,3.238563460000158e-05
149,0.557052996687344,0.6863754717911559,0.4264282660450204,0.34894539424535914,0.25952046350249397,0.319197485448236,0.8530670536885736,0.5299862907797039,0.7778774777714332,3.233287411512783e-05
