iter_num,cross_entropy,detached_cross_entropy,completion_cross_entropy,context_cross_entropy,full_cross_entropy,commited_cross_entropy,common_cross_entropy,infile_cross_entropy,inproject_cross_entropy,non_informative_cross_entropy,random_cross_entropy,epoch,learning_rate
1,0.5650098632564756,0.6300138663282556,0.5650098632564756,0.6300138663282556,0.6127317294012761,0.3426378677601436,0.45608247892911824,0.3295906341927767,0.3317145358498317,0.8417350598395371,0.4616212388537306,0.005220654213231096,7e-07
2,0.5248640608042158,0.6410297216474603,0.5248640608042158,0.6410297216474603,0.6089688814245167,0.2695727644355596,0.34059763586996,0.3010151942456303,0.332240386586895,0.7865129515500513,0.39551002463634755,0.010441308426462192,1.4e-06
3,0.6076548628196499,0.6356986124008372,0.6076548628196499,0.6356986124008372,0.6285114595666531,0.5163241671133507,0.40731535194140694,0.3488135722019811,0.34229437445724525,0.9662925739476697,0.44627859971331285,0.015661962639693286,2.1e-06
4,0.6215189947548361,0.6001674436154006,0.6215189947548361,0.6001674436154006,0.6066675372421746,0.36394282371100667,0.42040434706296564,0.31939229738357483,0.33611265681148933,1.0807381971602064,0.40456863638741497,0.020882616852924384,2.8e-06
5,0.5496643635630435,0.6324093738179892,0.5496643635630435,0.6324093738179892,0.6111196801066402,0.370008977448126,0.309515304752298,0.30495988013580316,0.36555992143684113,0.8297397445648188,0.3975173834653793,0.026103271066155478,3.4999999999999995e-06
6,0.5246035688383874,0.6135871891364694,0.5246035688383874,0.6135871891364694,0.5883012893609706,0.2759241569005113,0.3723408164733228,0.2722727647437099,0.3097131508980859,0.8367931667839794,0.4505869114130083,0.03132392527938657,4.2e-06
7,0.5191702185380463,0.6355543145484229,0.5191702185380463,0.6355543145484229,0.6044458784163,0.4235482101929236,0.30177511924738215,0.34262770707390233,0.33130298041953027,0.7758665877902321,0.41648852951853876,0.03654457949261767,4.9e-06
8,0.5670786751585499,0.586840844424904,0.5670786751585499,0.586840844424904,0.5814380887895826,0.3108148270045188,0.46115536886015934,0.3647192557415998,0.3754846483202795,0.9687973030864722,0.3989791182221651,0.04176523370584877,5.6e-06
9,0.5108714546666285,0.5896142879584205,0.5108714546666285,0.5896142879584205,0.5701176675502218,0.47907825136634563,0.41760298609238533,0.32463396350957846,0.34807445776770873,0.7503725451753337,0.3800731433299201,0.04698588791907986,6.299999999999999e-06
10,0.5765343484881357,0.6019712169870259,0.5765343484881357,0.6019712169870259,0.5947426008060577,0.26981636670392317,0.3346729225062811,0.3030622272523455,0.2940108184511717,0.8872667001442085,0.4836936021943633,0.052206542132310955,6.999999999999999e-06
11,0.5465553340057987,0.6342208899673709,0.5465553340057987,0.6342208899673709,0.6106487917713829,0.34936255097950997,0.3600490720449838,0.35875904998928443,0.3707923226832887,0.8390934167341921,0.4167863221473944,0.05742719634554205,7.699999999999999e-06
12,0.5321506644413168,0.6133109411300488,0.5321506644413168,0.6133109411300488,0.5907450648956005,0.23933022348241292,0.37265455768643213,0.32419426931125545,0.4173675774949032,0.8039736855007444,0.4163414038248596,0.06264785055877314,8.4e-06
13,0.5711494961050135,0.6605326261804181,0.5711494961050135,0.6605326261804181,0.6347255781292918,0.34178029093429685,0.4613808452574151,0.3664351566854296,0.39972762182845445,0.9244920813545314,0.4076038122445478,0.06786850477200425,9.1e-06
14,0.46903722461421804,0.592006974891591,0.46903722461421804,0.592006974891591,0.5587517353706063,0.3393515742739837,0.3005950684250766,0.28213782665560105,0.29937400116721774,0.7335517739241141,0.41123351079526893,0.07308915898523534,9.8e-06
15,0.4869508893244915,0.60340985475401,0.4869508893244915,0.60340985475401,0.5715305102057756,0.32846655686634335,0.34059572200269483,0.2680882279347411,0.31885590620252047,0.745625726059513,0.3653989442435884,0.07830981319846643,1.05e-05
16,0.4394186094873313,0.5885735528900788,0.4394186094873313,0.5885735528900788,0.5504388902336362,0.27524790272376415,0.44995583222068086,0.25083923234073713,0.2743933582210004,0.7682324970945843,0.3453134257200873,0.08353046741169753,1.12e-05
17,0.47827226442532583,0.570576872478243,0.47827226442532583,0.570576872478243,0.5451768492348495,0.2783527613772122,0.44651843607140457,0.32194135288007075,0.3405769072463094,0.8128007907004937,0.3487050295450568,0.08875112162492862,1.1899999999999998e-05
18,0.5281924611046072,0.5850207777110893,0.5281924611046072,0.5850207777110893,0.570425605401397,0.3997919594841088,0.4611141189222171,0.33728167687991434,0.3386854543109672,0.8373562209735774,0.4041839873698266,0.09397177583815972,1.2599999999999998e-05
19,0.5062231526283553,0.5828706011510096,0.5062231526283553,0.5828706011510096,0.5626951793674384,0.3632139395777937,0.3888336386141785,0.2852443765283867,0.36402589404790336,0.85508277588286,0.34770544582187307,0.09919243005139082,1.3299999999999998e-05
